Time,Flow1,Flow2,FlowDifferenceRaw,FlowDifference
20-Nov-2024 00:00:00,10.81,56.905,46.095,44.3
20-Nov-2024 00:05:00,12.15,59.58,47.43,41.01
20-Nov-2024 00:10:00,10.71,55.86,45.15,34.9
20-Nov-2024 00:15:00,9.12,50.13,41.01,34.9
20-Nov-2024 00:20:00,11.59,46.49,34.9,34.9
20-Nov-2024 00:25:00,9.77,47.69,37.92,34.9
20-Nov-2024 00:30:00,9.9,48.07,38.17,34.9
20-Nov-2024 00:35:00,11.46,47.51,36.05,34.9
20-Nov-2024 00:40:00,9.48,48.56,39.08,35.25
20-Nov-2024 00:45:00,7.53,42.78,35.25,35.25
20-Nov-2024 00:50:00,7.34,60.63,53.29,35.25
20-Nov-2024 00:55:00,7.01,53.57,46.56,35.25
20-Nov-2024 01:00:00,6.66,57.31,50.65,35.25
20-Nov-2024 01:05:00,7.64,58.51,50.87,46.56
20-Nov-2024 01:10:00,6.79,59.71,52.92,43.67
20-Nov-2024 01:15:00,8.87,55.48,46.61,39.7
20-Nov-2024 01:20:00,6.67,50.34,43.67,39.7
20-Nov-2024 01:25:00,7.7,47.4,39.7,39.7
20-Nov-2024 01:30:00,6.56,52.17,45.61,39.7
20-Nov-2024 01:35:00,6.85,51.38,44.53,39.7
20-Nov-2024 01:40:00,7.26,51.18,43.92,39.7
20-Nov-2024 01:45:00,6.11,48.75,42.64,42.25
20-Nov-2024 01:50:00,5.51,47.76,42.25,39.17
20-Nov-2024 01:55:00,6.79,49.4,42.61,39.17
20-Nov-2024 02:00:00,10.37,49.54,39.17,39.17
20-Nov-2024 02:05:00,10.29,49.68,39.39,39.17
20-Nov-2024 02:10:00,8.61,49.82,41.21,35.71
20-Nov-2024 02:15:00,7.76,49.49,41.73,35.71
20-Nov-2024 02:20:00,7.77,43.48,35.71,35.71
20-Nov-2024 02:25:00,8.35,44.82,36.47,35.71
20-Nov-2024 02:30:00,8.09,44.61,36.52,35.71
20-Nov-2024 02:35:00,8.01,51.635,43.625,35.71
20-Nov-2024 02:40:00,7.42,58.66,51.24,36.47
20-Nov-2024 02:45:00,6.54,51.18,44.64,36.52
20-Nov-2024 02:50:00,6.44,52.27,45.83,42.58
20-Nov-2024 02:55:00,6.04,49.68,43.64,42.58
20-Nov-2024 03:00:00,6.47,49.05,42.58,42.58
20-Nov-2024 03:05:00,6.01,50.03,44.02,42.58
20-Nov-2024 03:10:00,6.34,49.95,43.61,42.58
20-Nov-2024 03:15:00,6.42,56.17,49.75,42.58
20-Nov-2024 03:20:00,5.54,56.39,50.85,43.61
20-Nov-2024 03:25:00,4.67,54.49,49.82,42.69
20-Nov-2024 03:30:00,4.5,52.81,48.31,42.69
20-Nov-2024 03:35:00,6.58,49.27,42.69,42.69
20-Nov-2024 03:40:00,6.36,49.52,43.16,42.69
20-Nov-2024 03:45:00,5.93,53.46,47.53,42.69
20-Nov-2024 03:50:00,6.17,49.37,43.2,42.69
20-Nov-2024 03:55:00,5.76,52.95,47.19,43.16
20-Nov-2024 04:00:00,5.23,55.08,49.85,43.2
20-Nov-2024 04:05:00,5.28,54.65,49.37,43.2
