Time,Flow1,Flow2,FlowDifferenceRaw,FlowDifference
09-Sep-2024 00:00:00,1.87,8.29,6.42,5.83
09-Sep-2024 00:05:00,1.6,7.43,5.83,5.83
09-Sep-2024 00:10:00,1.76,7.75,5.99,5.83
09-Sep-2024 00:15:00,1.91,17.61,15.7,5.83
09-Sep-2024 00:20:00,2.76,34.49,31.73,5.83
09-Sep-2024 00:25:00,4.62,30.22,25.6,5.99
09-Sep-2024 00:30:00,6,27.66,21.66,15.7
09-Sep-2024 00:35:00,9.43,29.41,19.98,19.98
09-Sep-2024 00:40:00,11.63,35.125,23.495,17.92
09-Sep-2024 00:45:00,13.77,40.84,27.07,17.92
09-Sep-2024 00:50:00,17.32,35.24,17.92,17.92
09-Sep-2024 00:55:00,18.77,62,43.23,17.92
09-Sep-2024 01:00:00,26.89,62,35.11,17.92
09-Sep-2024 01:05:00,31.34,58.4,27.06,17.92
09-Sep-2024 01:10:00,30.48,68.8,38.32,27.06
09-Sep-2024 01:15:00,35.72,74.71,38.99,27.06
09-Sep-2024 01:20:00,35.65,70.07,34.42,27.06
09-Sep-2024 01:25:00,31.36,69.57,38.21,34.42
09-Sep-2024 01:30:00,35.14,74.44,39.3,34.42
09-Sep-2024 01:35:00,36.76,81.11,44.35,34.42
09-Sep-2024 01:40:00,33.84,74.22,40.38,38.21
09-Sep-2024 01:45:00,33.48,75.82,42.34,39.3
09-Sep-2024 01:50:00,33.25,81.45,48.2,40.38
09-Sep-2024 01:55:00,30.18,81.11,50.93,40.38
09-Sep-2024 02:00:00,30.82,86.55,55.73,42.34
09-Sep-2024 02:05:00,31.92,90.05,58.13,47.1
09-Sep-2024 02:10:00,35.24,82.34,47.1,47.1
09-Sep-2024 02:15:00,35.06,91.37,56.31,47.1
09-Sep-2024 02:20:00,33.81,93.72,59.91,47.1
09-Sep-2024 02:25:00,34.73,96.68,61.95,47.1
09-Sep-2024 02:30:00,33.14,98.59,65.45,56.31
09-Sep-2024 02:35:00,32.72,94.76,62.04,59.91
09-Sep-2024 02:40:00,33.65,99.09,65.44,61.95
09-Sep-2024 02:45:00,29.35,100.525,71.175,60.97
09-Sep-2024 02:50:00,33.45,101.96,68.51,60.97
09-Sep-2024 02:55:00,34.27,95.24,60.97,60.97
09-Sep-2024 03:00:00,35.09,101.27,66.18,54.91
09-Sep-2024 03:05:00,36.34,104.99,68.65,54.91
09-Sep-2024 03:10:00,39.78,94.69,54.91,54.91
09-Sep-2024 03:15:00,33.95,96.27,62.32,54.91
09-Sep-2024 03:20:00,33.08,92.12,59.04,49.55
09-Sep-2024 03:25:00,35.46,100.46,65,49.55
09-Sep-2024 03:30:00,38.8,88.35,49.55,49.55
09-Sep-2024 03:35:00,34.2,93.95,59.75,49.55
09-Sep-2024 03:40:00,39.97,91.94,51.97,49.55
09-Sep-2024 03:45:00,36.51,100.97,64.46,49.55
09-Sep-2024 03:50:00,37.59,99.49,61.9,51.97
09-Sep-2024 03:55:00,36.2,105.72,69.52,51.97
09-Sep-2024 04:00:00,38.35,96.54,58.19,56.29
09-Sep-2024 04:05:00,39.89,102.6,62.71,56.29
09-Sep-2024 04:10:00,38.44,94.73,56.29,56.29
09-Sep-2024 04:15:00,40.18,110.39,70.21,56.29
09-Sep-2024 04:20:00,38.74,107.1,68.36,56.29
09-Sep-2024 04:25:00,39.17,99.45,60.28,56.29
09-Sep-2024 04:30:00,40.71,108.29,67.58,60.28
09-Sep-2024 04:35:00,41.4,113.43,72.03,60.28
09-Sep-2024 04:40:00,36.37,106.9,70.53,60.28
09-Sep-2024 04:45:00,36.37,106.3,69.93,57.13
09-Sep-2024 04:50:00,38.35,101.13,62.78,57.13
