Date,m3t
22-Nov-2024 04:04:47,1.374359
22-Nov-2024 04:09:35,1.4446886
22-Nov-2024 04:14:23,1.44091
22-Nov-2024 04:19:12,1.4468222
22-Nov-2024 04:23:59,1.5059015
22-Nov-2024 04:28:47,1.4655678
22-Nov-2024 04:33:36,1.5007326
22-Nov-2024 04:38:23,1.5018315
22-Nov-2024 04:43:11,1.5489493
22-Nov-2024 04:47:59,1.6117216
22-Nov-2024 04:52:47,1.6256044
22-Nov-2024 04:57:35,1.9034066
22-Nov-2024 05:02:23,1.4945312
22-Nov-2024 05:07:11,1.4472934
22-Nov-2024 05:11:59,2.0919821
22-Nov-2024 05:16:48,1.5843223
22-Nov-2024 05:21:35,1.4155311
22-Nov-2024 05:26:23,1.5437311
22-Nov-2024 05:31:12,1.5276739
22-Nov-2024 05:35:59,1.8681319
22-Nov-2024 05:40:47,2.1595604
22-Nov-2024 05:45:35,2.3564835
22-Nov-2024 05:50:23,2.0060407
22-Nov-2024 05:55:11,1.3983249
22-Nov-2024 06:00:00,1.8192918
22-Nov-2024 06:04:47,1.9839194
22-Nov-2024 06:09:35,1.8467766
22-Nov-2024 06:14:24,2.1186042
22-Nov-2024 06:19:11,1.9288221
22-Nov-2024 06:23:59,1.9454619
22-Nov-2024 06:28:47,2.0128938
22-Nov-2024 06:33:35,2.8990476
22-Nov-2024 06:38:23,2.3406465
22-Nov-2024 06:43:11,2.4565088
22-Nov-2024 06:47:59,2.5600326
22-Nov-2024 06:52:47,3.0405495
22-Nov-2024 06:57:36,3.4168132
22-Nov-2024 07:02:23,2.3273054
22-Nov-2024 07:07:11,2.4707495
22-Nov-2024 07:12:00,2.6170126
22-Nov-2024 07:16:47,2.7781685
22-Nov-2024 07:21:35,3.2845421
22-Nov-2024 07:26:23,2.4919478
22-Nov-2024 07:31:11,2.3783133
22-Nov-2024 07:35:59,4.5054945
22-Nov-2024 07:40:47,2.9324176
22-Nov-2024 07:45:35,2.0708791
22-Nov-2024 07:50:23,2.1945633
22-Nov-2024 07:55:12,2.7450935
22-Nov-2024 07:59:59,2.7920228
22-Nov-2024 08:04:47,1.9647619
22-Nov-2024 08:09:35,2.0983883
22-Nov-2024 08:14:23,1.657914
22-Nov-2024 08:19:11,2.0760362
22-Nov-2024 08:23:59,1.6727717
22-Nov-2024 08:28:47,1.9530037
22-Nov-2024 08:33:35,2.7160806
22-Nov-2024 08:38:24,2.2092153
22-Nov-2024 08:43:11,1.9839599
22-Nov-2024 08:47:59,1.8681319
22-Nov-2024 08:52:48,2.1993407
22-Nov-2024 08:57:35,2.6986813
22-Nov-2024 09:02:23,2.3959386
22-Nov-2024 09:07:11,2.6347493
22-Nov-2024 09:11:59,2.6007326
22-Nov-2024 09:16:47,2.1060073
22-Nov-2024 09:21:35,2.0849084
22-Nov-2024 09:26:23,2.4902513
22-Nov-2024 09:31:11,2.0596191
22-Nov-2024 09:36:00,1.969882
22-Nov-2024 09:40:47,1.9322344
22-Nov-2024 09:45:35,2.459707
22-Nov-2024 09:50:24,2.3728014
22-Nov-2024 09:55:11,2.5147324
22-Nov-2024 09:59:59,2.1001221
22-Nov-2024 10:04:47,1.5679487
22-Nov-2024 10:09:35,1.5855311
22-Nov-2024 10:14:23,1.7107898
22-Nov-2024 10:19:12,2.355804
22-Nov-2024 10:23:59,1.6768417
22-Nov-2024 10:28:47,1.618315
22-Nov-2024 10:33:36,1.5479853
22-Nov-2024 10:38:23,2.0127498
22-Nov-2024 10:43:11,1.9494977
22-Nov-2024 10:47:59,1.5710216
22-Nov-2024 10:52:47,1.4534066
22-Nov-2024 10:57:35,1.7276923
22-Nov-2024 11:02:23,2.1721483
22-Nov-2024 11:07:11,2.183133
22-Nov-2024 11:11:59,1.7460317
22-Nov-2024 11:16:48,1.6984615
22-Nov-2024 11:21:35,1.5859341
22-Nov-2024 11:26:23,1.8621168
22-Nov-2024 11:31:12,1.6397918
22-Nov-2024 11:35:59,1.7785918
22-Nov-2024 11:40:47,1.7669231
22-Nov-2024 11:45:35,1.5453846
22-Nov-2024 11:50:23,1.6500225
22-Nov-2024 11:55:11,1.4889189
22-Nov-2024 12:00:00,1.5832316
22-Nov-2024 12:04:47,1.7704029
22-Nov-2024 12:09:35,1.8829304
22-Nov-2024 12:14:24,1.4740698
22-Nov-2024 12:19:11,1.599306
22-Nov-2024 12:23:59,1.4245014
22-Nov-2024 12:28:47,2.7504762
22-Nov-2024 12:33:35,2.35663
22-Nov-2024 12:38:23,2.451899
22-Nov-2024 12:43:11,1.6713322
22-Nov-2024 12:47:59,1.6931217
22-Nov-2024 12:52:47,1.5635165
22-Nov-2024 12:57:36,1.5072527
22-Nov-2024 13:02:23,1.5297989
22-Nov-2024 13:07:11,1.6579826
22-Nov-2024 13:12:00,1.5913716
22-Nov-2024 13:16:47,1.9778388
22-Nov-2024 13:21:35,1.6086081
22-Nov-2024 13:26:23,1.6313347
22-Nov-2024 13:31:11,1.5104513
22-Nov-2024 13:35:59,1.5262515
22-Nov-2024 13:40:47,2.0265568
22-Nov-2024 13:45:35,1.7628205
22-Nov-2024 13:50:23,1.638635
22-Nov-2024 13:55:12,1.8874365
22-Nov-2024 13:59:59,1.5913716
22-Nov-2024 14:04:47,1.8630037
22-Nov-2024 14:09:35,2.0739927
22-Nov-2024 14:14:23,1.8925262
22-Nov-2024 14:19:11,1.770486
22-Nov-2024 14:23:59,2.5763126
22-Nov-2024 14:28:47,2.4986813
22-Nov-2024 14:33:35,2.5479121
22-Nov-2024 14:38:24,1.6075574
22-Nov-2024 14:43:11,1.7528179
22-Nov-2024 14:47:59,1.990232
22-Nov-2024 14:52:48,2.6327839
22-Nov-2024 14:57:35,3.2481685
22-Nov-2024 15:02:23,2.5350813
22-Nov-2024 15:07:11,2.4766446
22-Nov-2024 15:11:59,2.1408221
22-Nov-2024 15:16:47,2.0216117
22-Nov-2024 15:21:35,1.9864469
22-Nov-2024 15:26:23,2.137549
22-Nov-2024 15:31:11,1.925369
22-Nov-2024 15:36:00,1.7216117
22-Nov-2024 15:40:47,2.2297436
22-Nov-2024 15:45:35,2.4829304
22-Nov-2024 15:50:24,1.7099158
22-Nov-2024 15:55:11,1.5872073
22-Nov-2024 15:59:59,2.3890924
22-Nov-2024 16:04:47,2.1662271
22-Nov-2024 16:09:35,1.9482051
22-Nov-2024 16:14:23,2.1406079
22-Nov-2024 16:19:12,1.9616563
22-Nov-2024 16:23:59,1.9047619
22-Nov-2024 16:28:47,2.079304
22-Nov-2024 16:33:36,1.9562271
22-Nov-2024 16:38:23,1.8300623
22-Nov-2024 16:43:11,2.1721569
22-Nov-2024 16:47:59,2.3280423
22-Nov-2024 16:52:47,2.0245788
22-Nov-2024 16:57:35,2.6258974
22-Nov-2024 17:02:23,2.8845447
22-Nov-2024 17:07:11,3.3359124
22-Nov-2024 17:11:59,2.4949125
22-Nov-2024 17:16:48,2.7177656
22-Nov-2024 17:21:35,4.1067766
22-Nov-2024 17:26:23,4.0079429
22-Nov-2024 17:31:12,4.3190026
22-Nov-2024 17:35:59,2.6577127
22-Nov-2024 17:40:47,3.0708791
22-Nov-2024 17:45:35,2.8423077
22-Nov-2024 17:50:23,2.6255896
22-Nov-2024 17:55:11,2.1623889
22-Nov-2024 18:00:00,3.5246235
22-Nov-2024 18:04:47,2.4294139
22-Nov-2024 18:09:35,2.1586447
22-Nov-2024 18:14:24,1.9736778
22-Nov-2024 18:19:11,2.0250541
22-Nov-2024 18:23:59,2.1571022
22-Nov-2024 18:28:47,1.7721245
22-Nov-2024 18:33:35,1.6982784
22-Nov-2024 18:38:23,1.9481781
22-Nov-2024 18:43:11,1.4159758
22-Nov-2024 18:47:59,2.3890924
22-Nov-2024 18:52:47,2.1666667
22-Nov-2024 18:57:36,3.3974359
22-Nov-2024 19:02:23,2.7219073
22-Nov-2024 19:07:11,1.5072639
22-Nov-2024 19:12:00,2.5152625
22-Nov-2024 19:16:47,1.5583883
22-Nov-2024 19:21:35,1.7131136
22-Nov-2024 19:26:23,2.7455048
22-Nov-2024 19:31:11,1.9355911
22-Nov-2024 19:35:59,1.7012617
22-Nov-2024 19:40:47,1.826337
22-Nov-2024 19:45:35,2.0338095
22-Nov-2024 19:50:23,2.1586273
22-Nov-2024 19:55:12,2.1539233
22-Nov-2024 19:59:59,2.1164021
22-Nov-2024 20:04:47,2.1841392
22-Nov-2024 20:09:35,2.2790842
