Time,FlowA,FlowB,FlowC,FlowDifferenceRaw,FlowDifference
20-Nov-2024 06:50:00,2.13,0.34,0.4,1.56,0.86
20-Nov-2024 06:55:00,2.8,0.56,0.3,2.22,0.86
20-Nov-2024 07:00:00,2.61,0.68,0.25,2.02,0.865
20-Nov-2024 07:05:00,1.62,1.07,0.22,0.865,0.705
20-Nov-2024 07:10:00,1.98,0.54,0.36,1.35,0.705
20-Nov-2024 07:15:00,1.78,1.65,0.25,0.705,0.705
20-Nov-2024 07:20:00,2.69,1.1,0.43,1.71,0.705
20-Nov-2024 07:25:00,2.4,0.46,0.45,1.72,0.705
20-Nov-2024 07:30:00,2.1,1.35,0.59,0.835,0.705
20-Nov-2024 07:35:00,1.78,0.78,0.28,1.11,0.835
20-Nov-2024 07:40:00,2.68,0.34,0.53,1.98,0.43
20-Nov-2024 07:45:00,2.19,0.7,0.61,1.23,0.43
20-Nov-2024 07:50:00,1.94,1.22,0.9,0.43,0.43
20-Nov-2024 07:55:00,1.83,0.55,0.99,0.565,0.43
20-Nov-2024 08:00:00,1.9,0.72,0.34,1.2,0.43
20-Nov-2024 08:05:00,2.58,0.98,0.46,1.63,0.43
20-Nov-2024 08:10:00,3.24,0.39,0.83,2.215,0.565
20-Nov-2024 08:15:00,2.12,1.91,0.5,0.665,0.665
20-Nov-2024 08:20:00,1.94,0.59,0.36,1.285,0.665
20-Nov-2024 08:25:00,2.7,0.64,0.24,2.14,0.19
20-Nov-2024 08:30:00,1.64,0.22,0.29,1.24,0.19
20-Nov-2024 08:35:00,1.73,0.72,1.18,0.19,0.19
20-Nov-2024 08:40:00,1.94,0.9,0.75,0.74,0.19
20-Nov-2024 08:45:00,1.94,0.43,0.38,1.345,0.19
20-Nov-2024 08:50:00,1.84,1.68,0.51,0.49,0.19
20-Nov-2024 08:55:00,1.79,0.43,0.6,0.975,0.49
20-Nov-2024 09:00:00,2.01,0.55,0.31,1.425,0.41
20-Nov-2024 09:05:00,1.79,0.59,0.72,0.775,0.41
20-Nov-2024 09:10:00,2,0.34,1.42,0.41,0.41
20-Nov-2024 09:15:00,2.53,0.44,0.56,1.75,0.41
20-Nov-2024 09:20:00,2.86,0.68,0.58,1.94,0.41
20-Nov-2024 09:25:00,3.18,1.65,0.33,2.025,0.41
20-Nov-2024 09:30:00,1.78,1.1,0.51,0.72,0.72
20-Nov-2024 09:35:00,1.61,0.93,0.26,0.885,-0.0800000000000001
20-Nov-2024 09:40:00,1.55,0.31,0.56,0.835,-0.0800000000000001
20-Nov-2024 09:45:00,1.81,1.68,1.05,-0.0800000000000001,-0.0800000000000001
20-Nov-2024 09:50:00,1.63,0.92,0.41,0.76,-0.0800000000000001
20-Nov-2024 09:55:00,1.98,1.18,0.29,1.1,-0.0800000000000001
20-Nov-2024 10:00:00,1.99,0.77,0.33,1.275,-0.0800000000000001
20-Nov-2024 10:05:00,1.88,0.79,0.73,0.755,0.755
20-Nov-2024 10:10:00,1.93,0.5,0.86,0.82,0.65
20-Nov-2024 10:15:00,2.24,0.27,1.13,0.975,0.65
20-Nov-2024 10:20:00,1.96,0.76,0.93,0.65,0.65
20-Nov-2024 10:25:00,2.23,0.5,0.95,1.03,0.65
20-Nov-2024 10:30:00,2.52,0.28,0.73,1.65,0.65
20-Nov-2024 10:35:00,1.83,0.87,0.36,1.035,0.505
20-Nov-2024 10:40:00,2.44,0.45,0.62,1.595,0.505
20-Nov-2024 10:45:00,2.13,0.63,1.31,0.505,0.505
20-Nov-2024 10:50:00,2.43,0.71,0.74,1.335,0.505
20-Nov-2024 10:55:00,3.01,0.77,1.02,1.605,0.505
20-Nov-2024 11:00:00,2.46,0.96,0.58,1.4,0.505
20-Nov-2024 11:05:00,1.85,0.7,0.38,1.12,1.105
20-Nov-2024 11:10:00,2.36,0.41,0.76,1.395,1.1
20-Nov-2024 11:15:00,2.38,0.57,0.99,1.105,0.645
20-Nov-2024 11:20:00,2.03,0.66,0.6,1.1,0.645
20-Nov-2024 11:25:00,1.99,1.67,0.51,0.645,0.645
20-Nov-2024 11:30:00,1.97,0.39,0.71,1.065,0.645
20-Nov-2024 11:35:00,1.55,0.42,0.67,0.67,0.645
20-Nov-2024 11:40:00,1.77,0.54,0.56,0.94,0.635
20-Nov-2024 11:45:00,1.69,0.8,0.51,0.78,0.635
20-Nov-2024 11:50:00,2.12,1.27,0.85,0.635,0.185
20-Nov-2024 11:55:00,2.03,0.31,0.65,1.225,0.185
20-Nov-2024 12:00:00,1.86,0.65,1.35,0.185,0.185
20-Nov-2024 12:05:00,2.48,0.79,0.89,1.195,0.185
20-Nov-2024 12:10:00,1.7,1.49,0.56,0.395,0.185
20-Nov-2024 12:15:00,1.6,1.14,0.46,0.57,0.185
20-Nov-2024 12:20:00,1.64,1.02,0.69,0.44,0.395
20-Nov-2024 12:25:00,2.06,0.82,0.16,1.49,0.395
20-Nov-2024 12:30:00,2.44,0.94,0.13,1.84,0.44
20-Nov-2024 12:35:00,1.9,1.18,0.62,0.69,0.44
20-Nov-2024 12:40:00,1.89,1.09,0.29,1.055,0.685
20-Nov-2024 12:45:00,2.17,1.42,0.23,1.23,0.685
20-Nov-2024 12:50:00,1.77,0.43,0.87,0.685,0.685
20-Nov-2024 12:55:00,2.15,0.8,0.64,1.11,0.685
20-Nov-2024 13:00:00,1.84,0.64,0.34,1.18,0.685
20-Nov-2024 13:05:00,2.12,0.4,0.52,1.4,0.685
20-Nov-2024 13:10:00,2.15,0.52,0.34,1.55,1.11
20-Nov-2024 13:15:00,2.49,0.44,0.21,2.06,1.18
20-Nov-2024 13:20:00,2.36,0.86,0.13,1.8,1.4
20-Nov-2024 13:25:00,2.16,0.6,0.27,1.59,1.55
20-Nov-2024 13:30:00,2.08,0.37,0.33,1.565,1.55
20-Nov-2024 13:35:00,2.03,0.36,0.3,1.55,1.0275
20-Nov-2024 13:40:00,2.39,0.67,0.18,1.875,1.0275
20-Nov-2024 13:45:00,1.63,0.605,0.3,1.0275,1.0275
20-Nov-2024 13:50:00,1.76,0.54,0.2,1.29,0.925
20-Nov-2024 13:55:00,1.68,0.55,0.18,1.225,0.925
20-Nov-2024 14:00:00,1.57,0.25,0.52,0.925,0.825
20-Nov-2024 14:05:00,1.69,0.3,0.27,1.27,0.825
20-Nov-2024 14:10:00,1.75,1.29,0.28,0.825,0.45
20-Nov-2024 14:15:00,1.5,0.74,0.29,0.84,0.45
20-Nov-2024 14:20:00,1.34,1.1,0.34,0.45,0.45
20-Nov-2024 14:25:00,1.85,0.62,0.32,1.22,0.45
20-Nov-2024 14:30:00,1.86,0.65,0.48,1.055,0.45
20-Nov-2024 14:35:00,2.13,0.83,0.83,0.885,-0.89
20-Nov-2024 14:40:00,1.67,0.7,0.69,0.63,-0.89
20-Nov-2024 14:45:00,1.63,1.24,1.9,-0.89,-0.89
20-Nov-2024 14:50:00,1.77,0.82,1.76,-0.4,-1.26
20-Nov-2024 14:55:00,1.23,0.61,0.38,0.545,-1.26
20-Nov-2024 15:00:00,1.29,0.54,2.28,-1.26,-1.26
20-Nov-2024 15:05:00,1.44,1.5,0.48,0.21,-1.26
20-Nov-2024 15:10:00,1.65,0.45,0.21,1.215,-1.26
20-Nov-2024 15:15:00,1.5,1.08,0.22,0.74,-1.26
20-Nov-2024 15:20:00,1.52,0.75,0.94,0.205,0.205
20-Nov-2024 15:25:00,2.01,0.79,0.75,0.865,0.205
20-Nov-2024 15:30:00,2.67,1.33,0.4,1.605,0.205
20-Nov-2024 15:35:00,1.93,1.02,0.28,1.14,0.205
20-Nov-2024 15:40:00,1.98,0.52,0.59,1.13,0.865
20-Nov-2024 15:45:00,3.3,0.73,0.27,2.665,1.13
20-Nov-2024 15:50:00,2.46,0.43,0.39,1.855,0.16
20-Nov-2024 15:55:00,1.92,0.64,0.21,1.39,0.16
20-Nov-2024 16:00:00,1.86,2.88,0.26,0.16,0.16
20-Nov-2024 16:05:00,2.19,0.57,0.25,1.655,0.16
20-Nov-2024 16:10:00,2.14,0.41,0.25,1.685,0.16
20-Nov-2024 16:15:00,1.7,1.12,0.2,0.94,0.16
20-Nov-2024 16:20:00,1.79,0.48,0.21,1.34,0.925
20-Nov-2024 16:25:00,1.61,1.11,0.13,0.925,0.925
20-Nov-2024 16:30:00,2.18,0.54,0.11,1.8,0.925
20-Nov-2024 16:35:00,2.01,1.54,0.16,1.08,0.925
20-Nov-2024 16:40:00,1.87,0.57,0.16,1.425,0.925
20-Nov-2024 16:45:00,2.41,0.69,0.48,1.585,0.815
20-Nov-2024 16:50:00,2.21,0.45,0.58,1.405,0.58
20-Nov-2024 16:55:00,1.88,0.29,0.92,0.815,0.58
20-Nov-2024 17:00:00,1.6,0.72,0.66,0.58,0.58
20-Nov-2024 17:05:00,3.05,0.92,0.45,2.14,0.58
20-Nov-2024 17:10:00,1.92,1.02,0.34,1.07,0.58
20-Nov-2024 17:15:00,1.84,0.68,0.35,1.15,0.58
20-Nov-2024 17:20:00,2.6,1.35,1.07,0.855,0.855
20-Nov-2024 17:25:00,1.98,0.38,0.22,1.57,0.22
20-Nov-2024 17:30:00,2.15,1.38,0.41,1.05,0.22
20-Nov-2024 17:35:00,1.7,0.96,1,0.22,0.22
20-Nov-2024 17:40:00,2.91,0.58,0.42,2.2,0.0499999999999998
20-Nov-2024 17:45:00,2.04,1.02,0.48,1.05,-0.14
20-Nov-2024 17:50:00,2.38,2.28,1.19,0.0499999999999998,-0.14
20-Nov-2024 17:55:00,1.9,1.18,1.45,-0.14,-0.14
20-Nov-2024 18:00:00,2.36,1.5,0.98,0.63,-0.14
20-Nov-2024 18:05:00,3.41,1.12,0.88,1.97,-0.14
20-Nov-2024 18:10:00,2.3,0.63,0.24,1.745,-0.14
20-Nov-2024 18:15:00,2.2,0.71,0.25,1.595,0.63
20-Nov-2024 18:20:00,2.08,0.6,0.15,1.63,0.86
20-Nov-2024 18:25:00,2.27,1.52,0.65,0.86,0.86
20-Nov-2024 18:30:00,1.84,1.12,0.18,1.1,0.86
20-Nov-2024 18:35:00,1.97,1.13,0.36,1.045,0.86
20-Nov-2024 18:40:00,2.31,1.2,0.29,1.42,0.86
20-Nov-2024 18:45:00,2.23,1.2,0.27,1.36,1.045
20-Nov-2024 18:50:00,2.09,1.16,0.21,1.3,1.045
20-Nov-2024 18:55:00,4.2,1.72,0.49,2.85,1.3
20-Nov-2024 19:00:00,2.84,0.87,0.6,1.805,1.3
20-Nov-2024 19:05:00,2.54,0.89,0.54,1.555,1.3
20-Nov-2024 19:10:00,3.04,2.09,0.23,1.765,1.555
20-Nov-2024 19:15:00,3,0.95,0.48,2.045,0.205
20-Nov-2024 19:20:00,2.44,0.56,0.28,1.88,0.205
20-Nov-2024 19:25:00,1.67,2.51,0.21,0.205,0.205
20-Nov-2024 19:30:00,2.26,0.45,0.61,1.425,0.205
20-Nov-2024 19:35:00,2.19,0.41,0.53,1.455,0.205
20-Nov-2024 19:40:00,1.87,0.63,0.48,1.075,0.205
20-Nov-2024 19:45:00,3.7,1.47,0.46,2.505,0.52
20-Nov-2024 19:50:00,2.42,1.21,0.4,1.415,0.4
20-Nov-2024 19:55:00,1.84,1.9,0.37,0.52,0.4
20-Nov-2024 20:00:00,1.99,2.6,0.29,0.4,0.4
20-Nov-2024 20:05:00,1.99,1.41,0.42,0.865,0.4
20-Nov-2024 20:10:00,1.77,1.03,0.45,0.805,0.4
20-Nov-2024 20:15:00,2.64,1.53,0.28,1.595,0.4
20-Nov-2024 20:20:00,1.99,0.87,0.28,1.275,0.805
20-Nov-2024 20:25:00,2.47,0.46,0.35,1.89,0.805
20-Nov-2024 20:30:00,3.55,2.04,0.27,2.26,1.2
20-Nov-2024 20:35:00,3.16,1.03,0.4,2.245,0.895
20-Nov-2024 20:40:00,1.66,0.42,0.25,1.2,0.895
20-Nov-2024 20:45:00,1.68,0.87,0.35,0.895,0.895
20-Nov-2024 20:50:00,2.04,0.85,0.3,1.315,0.895
20-Nov-2024 20:55:00,2.76,1.23,0.23,1.915,0.895
20-Nov-2024 21:00:00,2.92,1.1,0.5,1.87,0.895
20-Nov-2024 21:05:00,3.66,2.95,0.5,1.685,1.115
20-Nov-2024 21:10:00,2.85,2.1,0.2,1.6,1.115
20-Nov-2024 21:15:00,2,1.27,0.25,1.115,1.115
20-Nov-2024 21:20:00,1.93,0.73,0.29,1.275,0.485
20-Nov-2024 21:25:00,1.82,0.94,0.15,1.2,0.485
20-Nov-2024 21:30:00,1.76,1.51,0.52,0.485,0.485
20-Nov-2024 21:35:00,2.4,0.87,0.47,1.495,0.375
20-Nov-2024 21:40:00,2.16,1.25,0.33,1.205,0.375
20-Nov-2024 21:45:00,1.42,1.55,0.27,0.375,0.375
20-Nov-2024 21:50:00,2.18,0.65,0.25,1.605,0.375
20-Nov-2024 21:55:00,1.95,1.15,0.57,0.805,0.375
20-Nov-2024 22:00:00,1.88,1.44,0.27,0.89,0.375
20-Nov-2024 22:05:00,3.24,1.21,0.5,2.135,0.805
20-Nov-2024 22:10:00,3.88,0.98,0.45,2.94,0.805
20-Nov-2024 22:15:00,2.77,1.28,0.41,1.72,0.87
20-Nov-2024 22:20:00,1.8,0.72,0.2,1.24,0.87
20-Nov-2024 22:25:00,1.65,0.7,0.43,0.87,0.87
20-Nov-2024 22:30:00,1.59,0.52,0.29,1.04,0.87
20-Nov-2024 22:35:00,2.13,0.65,0.18,1.625,0.87
20-Nov-2024 22:40:00,1.63,0.47,0.18,1.215,0.87
20-Nov-2024 22:45:00,2.25,1.53,0.17,1.315,1.04
20-Nov-2024 22:50:00,1.66,0.4,0.4,1.06,1.06
20-Nov-2024 22:55:00,1.93,0.14,0.63,1.23,1.06
20-Nov-2024 23:00:00,1.8,0.38,0.21,1.4,1.06
20-Nov-2024 23:05:00,2.04,0.59,0.2,1.545,1.06
20-Nov-2024 23:10:00,2.04,1.2,0.18,1.26,1.23
20-Nov-2024 23:15:00,2.47,0.42,0.11,2.15,1.04
20-Nov-2024 23:20:00,2.35,0.49,0.46,1.645,1.04
20-Nov-2024 23:25:00,1.67,1.02,0.12,1.04,1.04
20-Nov-2024 23:30:00,1.88,0.46,0.08,1.57,1.04
20-Nov-2024 23:35:00,1.44,0.15,0.07,1.295,1.04
20-Nov-2024 23:40:00,1.72,0.37,0.05,1.485,1.04
20-Nov-2024 23:45:00,1.6,0.36,0.05,1.37,1.185
20-Nov-2024 23:50:00,1.99,0.32,0.04,1.79,1.06
20-Nov-2024 23:55:00,1.42,0.39,0.04,1.185,0.825
21-Nov-2024 00:00:00,1.22,0.2,0.06,1.06,0.825
21-Nov-2024 00:05:00,1.03,0.23,0.09,0.825,0.825
21-Nov-2024 00:10:00,1.45,0.19,0.06,1.295,0.825
21-Nov-2024 00:15:00,1.5,0.2,0.06,1.34,0.825
21-Nov-2024 00:20:00,1.34,0.14,0.05,1.22,0.825
21-Nov-2024 00:25:00,1.52,0.19,0.07,1.355,0.925
21-Nov-2024 00:30:00,1.46,0.95,0.06,0.925,0.815
21-Nov-2024 00:35:00,1.25,0.52,0.05,0.94,0.815
21-Nov-2024 00:40:00,1.03,0.29,0.07,0.815,0.815
21-Nov-2024 00:45:00,1.04,0.22,0.06,0.87,0.695
21-Nov-2024 00:50:00,1.01,0.18,0.05,0.87,0.695
21-Nov-2024 00:55:00,1.05,0.51,0.1,0.695,0.695
21-Nov-2024 01:00:00,1.06,0.51,0.1,0.705,0.695
21-Nov-2024 01:05:00,0.93,0.17,0.09,0.755,0.695
21-Nov-2024 01:10:00,0.93,0.23,0.04,0.775,0.695
21-Nov-2024 01:15:00,0.91,0.18,0.07,0.75,0.705
21-Nov-2024 01:20:00,0.95,0.23,0.06,0.775,0.74
21-Nov-2024 01:25:00,0.86,0.15,0.03,0.755,0.45
21-Nov-2024 01:30:00,0.96,0.36,0.04,0.74,0.45
21-Nov-2024 01:35:00,1.03,1.04,0.06,0.45,0.45
21-Nov-2024 01:40:00,0.96,0.34,0.04,0.75,0.45
21-Nov-2024 01:45:00,0.91,0.08,0.04,0.83,0.45
21-Nov-2024 01:50:00,1.07,0.12,0.04,0.97,0.45
21-Nov-2024 01:55:00,1.06,0.1,0.04,0.97,0.75
21-Nov-2024 02:00:00,1.13,0.07,0.04,1.055,0.69
21-Nov-2024 02:05:00,0.88,0.11,0.04,0.785,0.615
21-Nov-2024 02:10:00,0.95,0.42,0.05,0.69,0.615
21-Nov-2024 02:15:00,0.82,0.29,0.06,0.615,0.615
21-Nov-2024 02:20:00,0.99,0.08,0.06,0.89,0.615
21-Nov-2024 02:25:00,0.81,0.09,0.04,0.725,0.615
21-Nov-2024 02:30:00,0.97,0.14,0.03,0.87,0.615
21-Nov-2024 02:35:00,0.9,0.09,0.03,0.825,0.725
21-Nov-2024 02:40:00,1.03,0.52,0.03,0.74,0.725
21-Nov-2024 02:45:00,0.94,0.22,0.03,0.8,0.74
21-Nov-2024 02:50:00,0.9,0.19,0.03,0.775,0.74
21-Nov-2024 02:55:00,1.09,0.16,0.03,0.98,0.74
21-Nov-2024 03:00:00,1.04,0.26,0.1,0.81,0.745
21-Nov-2024 03:05:00,0.99,0.19,0.15,0.745,0.675
21-Nov-2024 03:10:00,1.03,0.17,0.12,0.825,0.675
21-Nov-2024 03:15:00,0.83,0.17,0.07,0.675,0.675
21-Nov-2024 03:20:00,0.95,0.17,0.03,0.835,0.675
21-Nov-2024 03:25:00,1.12,0.55,0.06,0.785,0.675
21-Nov-2024 03:30:00,0.86,0.12,0.07,0.73,0.675
21-Nov-2024 03:35:00,1.01,0.16,0.04,0.89,0.73
21-Nov-2024 03:40:00,0.91,0.14,0.04,0.8,0.73
21-Nov-2024 03:45:00,1.14,0.18,0.03,1.02,0.73
21-Nov-2024 03:50:00,1.05,0.17,0.04,0.925,0.76
21-Nov-2024 03:55:00,0.93,0.24,0.05,0.76,0.73
21-Nov-2024 04:00:00,0.97,0.23,0.04,0.815,0.63
21-Nov-2024 04:05:00,1.13,0.72,0.04,0.73,0.63
21-Nov-2024 04:10:00,0.94,0.28,0.17,0.63,0.63
21-Nov-2024 04:15:00,1.05,0.15,0.06,0.915,0.395
21-Nov-2024 04:20:00,0.99,0.42,0.06,0.72,0.395
21-Nov-2024 04:25:00,0.84,0.17,0.36,0.395,0.395
21-Nov-2024 04:30:00,1,0.19,0.24,0.665,0.395
21-Nov-2024 04:35:00,1.02,0.49,0.07,0.705,0.395
21-Nov-2024 04:40:00,0.99,0.68,0.1,0.55,0.395
21-Nov-2024 04:45:00,0.92,0.22,0.04,0.77,0.48
21-Nov-2024 04:50:00,0.91,0.3,0.04,0.72,0.48
21-Nov-2024 04:55:00,0.96,0.5,0.23,0.48,0.48
21-Nov-2024 05:00:00,0.97,0.39,0.24,0.535,0.34
21-Nov-2024 05:05:00,0.82,0.51,0.07,0.495,0.34
21-Nov-2024 05:10:00,1.18,1.52,0.08,0.34,-0.165
21-Nov-2024 05:15:00,1.31,0.53,0.3,0.745,-0.515
21-Nov-2024 05:20:00,1,0.45,0.94,-0.165,-0.515
21-Nov-2024 05:25:00,0.85,1.21,0.76,-0.515,-0.515
21-Nov-2024 05:30:00,1.04,1.23,0.66,-0.235,-0.515
21-Nov-2024 05:35:00,0.97,0.49,0.78,-0.0549999999999999,-0.515
21-Nov-2024 05:40:00,1,0.86,0.61,-0.04,-0.515
21-Nov-2024 05:45:00,1.18,0.66,0.27,0.58,-0.235
21-Nov-2024 05:50:00,1,0.25,0.08,0.795,-0.0549999999999999
21-Nov-2024 05:55:00,0.97,1.57,0.18,0.00499999999999989,-0.04
21-Nov-2024 06:00:00,0.87,0.69,0.15,0.375,0.00499999999999989
21-Nov-2024 06:05:00,1.01,1.36,0.13,0.2,0.00499999999999989
21-Nov-2024 06:10:00,0.91,0.83,0.08,0.415,0.00499999999999989
21-Nov-2024 06:15:00,1.3,0.55,0.51,0.515,0.2
21-Nov-2024 06:20:00,1.14,0.57,0.15,0.705,0.2
21-Nov-2024 06:25:00,1.48,0.65,0.1,1.055,0.415
21-Nov-2024 06:30:00,2.6,0.73,0.12,2.115,0.515
21-Nov-2024 06:35:00,2.93,0.63,0.15,2.465,-0.42
21-Nov-2024 06:40:00,1.16,0.55,0.11,0.775,-0.42
21-Nov-2024 06:45:00,1.23,2.94,0.18,-0.42,-0.42
21-Nov-2024 06:50:00,1.41,0.63,0.08,1.015,-0.42
21-Nov-2024 06:55:00,1.19,0.45,0.04,0.925,-0.42
21-Nov-2024 07:00:00,2.13,0.63,0.15,1.665,-0.42
21-Nov-2024 07:05:00,1.61,0.63,0.07,1.225,0.925
21-Nov-2024 07:10:00,3.57,1.44,0.15,2.7,0.925
21-Nov-2024 07:15:00,1.69,0.67,0.07,1.285,0.895
21-Nov-2024 07:20:00,1.87,0.52,0.15,1.46,0.895
21-Nov-2024 07:25:00,1.37,0.79,0.08,0.895,0.895
21-Nov-2024 07:30:00,2.25,0.52,0.22,1.77,0.895
21-Nov-2024 07:35:00,1.88,1.21,0.3,0.975,0.38
21-Nov-2024 07:40:00,1.67,0.66,0.06,1.28,0.38
21-Nov-2024 07:45:00,1.27,0.32,0.73,0.38,0.38
21-Nov-2024 07:50:00,3.44,0.77,0.74,2.315,0.38
21-Nov-2024 07:55:00,1.89,0.53,0.15,1.475,0.38
21-Nov-2024 08:00:00,1.38,1.62,0.12,0.45,0.38
21-Nov-2024 08:05:00,1.13,0.4,0.09,0.84,0.45
21-Nov-2024 08:10:00,1.76,2.02,0.2,0.55,0.45
21-Nov-2024 08:15:00,1.46,1.25,0.11,0.725,0.45
21-Nov-2024 08:20:00,1.41,1.23,0.32,0.475,0.475
21-Nov-2024 08:25:00,1.19,0.61,0.22,0.665,0.475
21-Nov-2024 08:30:00,1.56,0.73,0.3,0.895,-0.165
21-Nov-2024 08:35:00,1.11,0.63,0.2,0.595,-0.165
21-Nov-2024 08:40:00,1.2,1.87,0.43,-0.165,-0.165
21-Nov-2024 08:45:00,1.71,1.02,0.87,0.33,-0.165
