Time,Flow1,Flow2,FlowDifferenceRaw,FlowDifference
20-Nov-2024 00:00:00,56.905,0,-56.905,-59.58
20-Nov-2024 00:05:00,59.58,0,-59.58,-59.58
20-Nov-2024 00:10:00,55.86,0,-55.86,-59.58
20-Nov-2024 00:15:00,50.13,0,-50.13,-59.58
20-Nov-2024 00:20:00,46.49,0,-46.49,-59.58
20-Nov-2024 00:25:00,47.69,0,-47.69,-55.86
20-Nov-2024 00:30:00,48.07,0,-48.07,-50.13
20-Nov-2024 00:35:00,47.51,0,-47.51,-48.56
20-Nov-2024 00:40:00,48.56,0,-48.56,-60.63
20-Nov-2024 00:45:00,42.78,0,-42.78,-60.63
20-Nov-2024 00:50:00,60.63,0,-60.63,-60.63
20-Nov-2024 00:55:00,53.57,0,-53.57,-60.63
20-Nov-2024 01:00:00,57.31,0,-57.31,-60.63
20-Nov-2024 01:05:00,58.51,0,-58.51,-60.63
20-Nov-2024 01:10:00,59.71,0,-59.71,-59.71
20-Nov-2024 01:15:00,55.48,0,-55.48,-59.71
20-Nov-2024 01:20:00,50.34,0,-50.34,-59.71
20-Nov-2024 01:25:00,47.4,0,-47.4,-59.71
20-Nov-2024 01:30:00,52.17,0,-52.17,-55.48
20-Nov-2024 01:35:00,51.38,0,-51.38,-52.17
20-Nov-2024 01:40:00,51.18,0,-51.18,-52.17
20-Nov-2024 01:45:00,48.75,0,-48.75,-52.17
20-Nov-2024 01:50:00,47.76,0,-47.76,-51.38
20-Nov-2024 01:55:00,49.4,0,-49.4,-51.18
20-Nov-2024 02:00:00,49.54,0,-49.54,-49.82
20-Nov-2024 02:05:00,49.68,0,-49.68,-49.82
20-Nov-2024 02:10:00,49.82,0,-49.82,-49.82
20-Nov-2024 02:15:00,49.49,0,-49.49,-49.82
20-Nov-2024 02:20:00,43.48,0,-43.48,-49.82
20-Nov-2024 02:25:00,44.82,0,-44.82,-51.635
20-Nov-2024 02:30:00,44.61,0,-44.61,-58.66
20-Nov-2024 02:35:00,51.635,0,-51.635,-58.66
20-Nov-2024 02:40:00,58.66,0,-58.66,-58.66
20-Nov-2024 02:45:00,51.18,0,-51.18,-58.66
20-Nov-2024 02:50:00,52.27,0,-52.27,-58.66
20-Nov-2024 02:55:00,49.68,0,-49.68,-58.66
20-Nov-2024 03:00:00,49.05,0,-49.05,-52.27
20-Nov-2024 03:05:00,50.03,0,-50.03,-56.17
20-Nov-2024 03:10:00,49.95,0,-49.95,-56.39
20-Nov-2024 03:15:00,56.17,0,-56.17,-56.39
20-Nov-2024 03:20:00,56.39,0,-56.39,-56.39
20-Nov-2024 03:25:00,54.49,0,-54.49,-56.39
20-Nov-2024 03:30:00,52.81,0,-52.81,-56.39
20-Nov-2024 03:35:00,49.27,0,-49.27,-56.39
20-Nov-2024 03:40:00,49.52,0,-49.52,-54.49
20-Nov-2024 03:45:00,53.46,0,-53.46,-53.46
20-Nov-2024 03:50:00,49.37,0,-49.37,-55.08
20-Nov-2024 03:55:00,52.95,0,-52.95,-55.08
20-Nov-2024 04:00:00,55.08,0,-55.08,-55.08
20-Nov-2024 04:05:00,54.65,0,-54.65,-55.08
20-Nov-2024 04:10:00,51.27,0,-51.27,-55.08
20-Nov-2024 04:15:00,52.24,0,-52.24,-55.465
20-Nov-2024 04:20:00,50.56,0,-50.56,-60.37
20-Nov-2024 04:25:00,55.465,0,-55.465,-60.37
20-Nov-2024 04:30:00,60.37,0,-60.37,-63.085
20-Nov-2024 04:35:00,60.36,0,-60.36,-65.81
20-Nov-2024 04:40:00,63.085,0,-63.085,-67.2
20-Nov-2024 04:45:00,65.81,0,-65.81,-67.2
20-Nov-2024 04:50:00,67.2,0,-67.2,-67.2
20-Nov-2024 04:55:00,59.2,0,-59.2,-67.2
20-Nov-2024 05:00:00,61.6,0,-61.6,-67.2
20-Nov-2024 05:05:00,63.87,0,-63.87,-67.2
20-Nov-2024 05:10:00,61.96,0,-61.96,-66.63
20-Nov-2024 05:15:00,64.65,0,-64.65,-68.15
20-Nov-2024 05:20:00,66.63,0,-66.63,-68.15
20-Nov-2024 05:25:00,68.15,0,-68.15,-68.15
20-Nov-2024 05:30:00,62.59,0,-62.59,-68.15
20-Nov-2024 05:35:00,63.955,0,-63.955,-68.15
20-Nov-2024 05:40:00,65.32,0,-65.32,-68.15
20-Nov-2024 05:45:00,61.31,0,-61.31,-72.23
20-Nov-2024 05:50:00,68.03,0,-68.03,-72.965
20-Nov-2024 05:55:00,72.23,0,-72.23,-73.7
20-Nov-2024 06:00:00,72.965,0,-72.965,-73.81
20-Nov-2024 06:05:00,73.7,0,-73.7,-73.81
20-Nov-2024 06:10:00,73.81,0,-73.81,-73.81
20-Nov-2024 06:15:00,71.49,0,-71.49,-73.81
20-Nov-2024 06:20:00,63.06,0,-63.06,-130.93
20-Nov-2024 06:25:00,69.5,0,-69.5,-130.93
20-Nov-2024 06:30:00,130.93,0,-130.93,-130.93
20-Nov-2024 06:35:00,129.86,0,-129.86,-130.93
20-Nov-2024 06:40:00,70.74,0,-70.74,-130.93
20-Nov-2024 06:45:00,76.32,0,-76.32,-130.93
20-Nov-2024 06:50:00,85.875,0,-85.875,-129.86
20-Nov-2024 06:55:00,99.12,0,-99.12,-99.12
20-Nov-2024 07:00:00,71.44,0,-71.44,-99.12
20-Nov-2024 07:05:00,67.34,0,-67.34,-99.12
20-Nov-2024 07:10:00,73.08,0,-73.08,-101.13
20-Nov-2024 07:15:00,85.555,0,-85.555,-101.13
20-Nov-2024 07:20:00,101.13,0,-101.13,-101.13
20-Nov-2024 07:25:00,72.27,0,-72.27,-101.13
20-Nov-2024 07:30:00,71.61,0,-71.61,-101.13
20-Nov-2024 07:35:00,69.52,0,-69.52,-101.13
20-Nov-2024 07:40:00,72.085,0,-72.085,-74.65
20-Nov-2024 07:45:00,74.65,0,-74.65,-74.65
20-Nov-2024 07:50:00,68.32,0,-68.32,-74.65
20-Nov-2024 07:55:00,69.155,0,-69.155,-74.65
20-Nov-2024 08:00:00,69.99,0,-69.99,-74.65
20-Nov-2024 08:05:00,59.19,0,-59.19,-69.99
20-Nov-2024 08:10:00,64.56,0,-64.56,-69.99
20-Nov-2024 08:15:00,65.68,0,-65.68,-69.99
20-Nov-2024 08:20:00,68.01,0,-68.01,-68.01
20-Nov-2024 08:25:00,66.05,0,-66.05,-68.01
20-Nov-2024 08:30:00,65.65,0,-65.65,-68.01
20-Nov-2024 08:35:00,65.25,0,-65.25,-68.93
20-Nov-2024 08:40:00,64.84,0,-64.84,-68.93
20-Nov-2024 08:45:00,68.93,0,-68.93,-68.93
20-Nov-2024 08:50:00,61.72,0,-61.72,-68.93
20-Nov-2024 08:55:00,54.14,0,-54.14,-68.93
20-Nov-2024 09:00:00,58.55,0,-58.55,-100.19
20-Nov-2024 09:05:00,56.78,0,-56.78,-108.94
20-Nov-2024 09:10:00,100.19,0,-100.19,-108.94
20-Nov-2024 09:15:00,108.94,0,-108.94,-108.94
20-Nov-2024 09:20:00,64.71,0,-64.71,-108.94
20-Nov-2024 09:25:00,64.74,0,-64.74,-108.94
20-Nov-2024 09:30:00,70.44,0,-70.44,-108.94
20-Nov-2024 09:35:00,73.21,0,-73.21,-73.21
20-Nov-2024 09:40:00,72.57,0,-72.57,-73.21
20-Nov-2024 09:45:00,69.48,0,-69.48,-73.21
20-Nov-2024 09:50:00,66.07,0,-66.07,-93.94
20-Nov-2024 09:55:00,62.97,0,-62.97,-93.94
20-Nov-2024 10:00:00,93.94,0,-93.94,-93.94
20-Nov-2024 10:05:00,89.935,0,-89.935,-93.94
20-Nov-2024 10:10:00,66.7,0,-66.7,-93.94
20-Nov-2024 10:15:00,74.28,0,-74.28,-93.94
20-Nov-2024 10:20:00,64.49,0,-64.49,-89.935
20-Nov-2024 10:25:00,68.08,0,-68.08,-74.28
20-Nov-2024 10:30:00,63.31,0,-63.31,-74.28
20-Nov-2024 10:35:00,65.73,0,-65.73,-68.08
20-Nov-2024 10:40:00,64.26,0,-64.26,-68.08
20-Nov-2024 10:45:00,60.96,0,-60.96,-65.73
20-Nov-2024 10:50:00,62.655,0,-62.655,-67.49
20-Nov-2024 10:55:00,64.35,0,-64.35,-67.49
20-Nov-2024 11:00:00,67.49,0,-67.49,-67.49
20-Nov-2024 11:05:00,67.12,0,-67.12,-67.49
20-Nov-2024 11:10:00,65.34,0,-65.34,-67.49
20-Nov-2024 11:15:00,59.27,0,-59.27,-67.49
20-Nov-2024 11:20:00,59.44,0,-59.44,-67.12
20-Nov-2024 11:25:00,58.51,0,-58.51,-65.34
20-Nov-2024 11:30:00,56.04,0,-56.04,-59.55
20-Nov-2024 11:35:00,56.35,0,-56.35,-59.55
20-Nov-2024 11:40:00,59.55,0,-59.55,-63.135
20-Nov-2024 11:45:00,56.66,0,-56.66,-69.61
20-Nov-2024 11:50:00,63.135,0,-63.135,-69.96
20-Nov-2024 11:55:00,69.61,0,-69.61,-69.96
20-Nov-2024 12:00:00,69.96,0,-69.96,-69.96
20-Nov-2024 12:05:00,67.32,0,-67.32,-69.96
20-Nov-2024 12:10:00,63.56,0,-63.56,-69.96
20-Nov-2024 12:15:00,62.29,0,-62.29,-69.96
20-Nov-2024 12:20:00,60.34,0,-60.34,-67.32
20-Nov-2024 12:25:00,55.92,0,-55.92,-64.87
20-Nov-2024 12:30:00,64.87,0,-64.87,-64.87
20-Nov-2024 12:35:00,59.82,0,-59.82,-64.87
20-Nov-2024 12:40:00,61.035,0,-61.035,-65.67
20-Nov-2024 12:45:00,62.25,0,-62.25,-65.67
20-Nov-2024 12:50:00,65.67,0,-65.67,-65.67
20-Nov-2024 12:55:00,61.47,0,-61.47,-65.67
20-Nov-2024 13:00:00,60.78,0,-60.78,-65.67
20-Nov-2024 13:05:00,61.55,0,-61.55,-65.67
20-Nov-2024 13:10:00,63.15,0,-63.15,-63.15
20-Nov-2024 13:15:00,61.05,0,-61.05,-63.15
20-Nov-2024 13:20:00,61.71,0,-61.71,-63.49
20-Nov-2024 13:25:00,61.27,0,-61.27,-89.545
20-Nov-2024 13:30:00,63.49,0,-63.49,-89.545
20-Nov-2024 13:35:00,89.545,0,-89.545,-90.81
20-Nov-2024 13:40:00,84.63,0,-84.63,-90.81
20-Nov-2024 13:45:00,90.81,0,-90.81,-90.81
20-Nov-2024 13:50:00,84.105,0,-84.105,-90.81
20-Nov-2024 13:55:00,77.4,0,-77.4,-90.81
20-Nov-2024 14:00:00,68.52,0,-68.52,-92.37
20-Nov-2024 14:05:00,64.1,0,-64.1,-92.37
20-Nov-2024 14:10:00,92.37,0,-92.37,-92.37
20-Nov-2024 14:15:00,91.58,0,-91.58,-92.37
