Time,FlowA,FlowB,FlowC,FlowDifferenceRaw,FlowDifference
09-Sep-2024 03:40:00,36.69,5.44,0.45,33.52,33.48
09-Sep-2024 03:45:00,37.57,5.36,0.47,34.42,33.48
09-Sep-2024 03:50:00,38.32,4.52,0.5,35.56,33.48
09-Sep-2024 03:55:00,36.88,4.65,0.42,34.135,33.52
09-Sep-2024 04:00:00,37.59,4.65,0.43,34.835,33.12
09-Sep-2024 04:05:00,36.22,4.24,0.48,33.62,33.12
09-Sep-2024 04:10:00,35.85,4.56,0.45,33.12,33.025
09-Sep-2024 04:15:00,36.47,5.21,0.58,33.285,31.785
09-Sep-2024 04:20:00,35.7,4.37,0.49,33.025,31.785
09-Sep-2024 04:25:00,34.54,4.49,0.51,31.785,30.965
09-Sep-2024 04:30:00,35.45,4.46,0.51,32.71,30.965
09-Sep-2024 04:35:00,34.28,5.49,0.57,30.965,30.965
09-Sep-2024 04:40:00,34.77,4.4,0.52,32.05,30.965
09-Sep-2024 04:45:00,34.01,4.54,0.53,31.21,30.965
09-Sep-2024 04:50:00,36.55,4.73,0.55,33.635,30.965
09-Sep-2024 04:55:00,35.48,4.98,0.51,32.48,31.21
09-Sep-2024 05:00:00,39.08,5.42,1.06,35.31,31.21
09-Sep-2024 05:05:00,38.91,5.1,0.99,35.37,32.48
09-Sep-2024 05:10:00,39.49,4.6,1.15,36.04,32.48
09-Sep-2024 05:15:00,39.09,5.89,1.39,34.755,34.755
09-Sep-2024 05:20:00,42.37,5.27,1.76,37.975,34.755
09-Sep-2024 05:25:00,39.68,5.07,1.47,35.675,34.755
09-Sep-2024 05:30:00,40.01,5.13,1.07,36.375,33.84
09-Sep-2024 05:35:00,40.36,4.91,1.11,36.795,33.84
09-Sep-2024 05:40:00,37.61,4.96,1.29,33.84,33.84
09-Sep-2024 05:45:00,40.18,5.82,1.11,36.16,33.84
09-Sep-2024 05:50:00,39.8,5.36,1.18,35.94,33.84
09-Sep-2024 05:55:00,39.17,5.25,1.5,35.045,33.195
09-Sep-2024 06:00:00,38.29,4.98,0.9,34.9,33.195
09-Sep-2024 06:05:00,36.8,5.01,1.1,33.195,32.79
09-Sep-2024 06:10:00,37.49,5.02,1.15,33.83,32.79
09-Sep-2024 06:15:00,36.26,4.86,1.04,32.79,32.79
09-Sep-2024 06:20:00,37.66,4.97,0.92,34.255,32.79
09-Sep-2024 06:25:00,37.76,5.11,0.99,34.215,32.79
09-Sep-2024 06:30:00,41.47,5.03,0.895,38.06,32.79
09-Sep-2024 06:35:00,40.46,5.01,0.8,37.155,34.215
09-Sep-2024 06:40:00,39.98,5.1,0.81,36.62,34.215
09-Sep-2024 06:45:00,40.28,5.17,0.95,36.745,36.48
09-Sep-2024 06:50:00,40.15,5.4,0.97,36.48,36.48
09-Sep-2024 06:55:00,42.77,5.84,1.19,38.66,36.48
09-Sep-2024 07:00:00,42.81,5.73,1.19,38.755,36.48
09-Sep-2024 07:05:00,40.96,5.24,1.24,37.1,36.48
09-Sep-2024 07:10:00,45.34,5.38,1.65,41,37.1
09-Sep-2024 07:15:00,45.49,6.08,1.36,41.09,37.1
09-Sep-2024 07:20:00,45.95,6.83,1.17,41.365,37.1
09-Sep-2024 07:25:00,48.96,6.46,1.6,44.13,41
09-Sep-2024 07:30:00,48.87,6.28,1.74,43.99,41.09
09-Sep-2024 07:35:00,48.87,7.14,1.32,43.98,41.365
09-Sep-2024 07:40:00,48.68,6.23,1.33,44.235,43.51
09-Sep-2024 07:45:00,48.06,6.54,1.28,43.51,43.51
09-Sep-2024 07:50:00,51.7,7,0.99,47.21,43.51
09-Sep-2024 07:55:00,48.86,6.38,1.08,44.59,43.51
09-Sep-2024 08:00:00,47.74,6.03,1.01,43.715,43.51
09-Sep-2024 08:05:00,49.02,7.01,0.93,44.585,43.715
09-Sep-2024 08:10:00,48.93,6.56,1.08,44.57,43.715
09-Sep-2024 08:15:00,49.11,6.18,1.01,45.01,43.715
09-Sep-2024 08:20:00,50.67,7.26,0.7,46.34,44.57
09-Sep-2024 08:25:00,51.8,6.01,1.04,47.755,44.57
09-Sep-2024 08:30:00,49.82,6.48,0.97,45.61,45.01
09-Sep-2024 08:35:00,51.9,6.01,0.65,48.245,45.61
09-Sep-2024 08:40:00,52.41,7.26,0.94,47.84,45.61
09-Sep-2024 08:45:00,54.42,7.51,1.31,49.355,45.61
09-Sep-2024 08:50:00,55.38,7.5,0.78,50.85,47.84
09-Sep-2024 08:55:00,58.62,6.63,0.81,54.495,47.84
09-Sep-2024 09:00:00,60.78,7.12,0.69,56.53,49.355
09-Sep-2024 09:05:00,59.1,7.4,0.88,54.52,50.85
09-Sep-2024 09:10:00,61.38,9.09,0.52,56.315,53.155
09-Sep-2024 09:15:00,57.48,7.83,0.41,53.155,53.155
09-Sep-2024 09:20:00,63.5,8.83,0.63,58.455,53.155
09-Sep-2024 09:25:00,60.34,9.21,0.54,55.195,53.155
09-Sep-2024 09:30:00,61.08,7.94,0.49,56.62,53.155
09-Sep-2024 09:35:00,63.94,9.35,0.47,58.795,55.195
09-Sep-2024 09:40:00,62.02,8.92,0.45,57.11,55.195
09-Sep-2024 09:45:00,62.67,9.1,0.42,57.7,56.26
09-Sep-2024 09:50:00,61.32,9.28,0.42,56.26,56.26
09-Sep-2024 09:55:00,64.89,8.45,0.43,60.235,55.39
09-Sep-2024 10:00:00,63.66,8.11,0.42,59.185,55.39
09-Sep-2024 10:05:00,60.49,9.26,0.47,55.39,55.39
09-Sep-2024 10:10:00,63.18,8.45,0.45,58.505,55.39
09-Sep-2024 10:15:00,63.49,7.9,0.91,58.63,55.39
09-Sep-2024 10:20:00,63.32,8.87,0.42,58.465,55.39
09-Sep-2024 10:25:00,60.94,8.78,0.42,56.13,56.13
09-Sep-2024 10:30:00,61.74,9.38,0.4,56.65,56.13
09-Sep-2024 10:35:00,62.77,8.49,0.3,58.225,55.28
09-Sep-2024 10:40:00,61.28,7.85,0.41,56.945,55.28
09-Sep-2024 10:45:00,60.49,9.68,0.37,55.28,55.28
09-Sep-2024 10:50:00,62.3,9.06,0.41,57.36,55.28
09-Sep-2024 10:55:00,62.14,8.42,0.38,57.55,55.28
09-Sep-2024 11:00:00,61.28,9.47,0.37,56.175,55.28
09-Sep-2024 11:05:00,60.42,8.2,0.35,55.97,55.97
09-Sep-2024 11:10:00,61.39,7.63,0.36,57.215,55.97
09-Sep-2024 11:15:00,61.11,8.15,0.36,56.675,55.97
09-Sep-2024 11:20:00,60.8,7.45,0.39,56.685,53.465
09-Sep-2024 11:25:00,62.67,8.2,0.38,58.19,53.465
09-Sep-2024 11:30:00,58.2,8.69,0.39,53.465,53
09-Sep-2024 11:35:00,58.61,7.25,0.46,54.525,52.69
09-Sep-2024 11:40:00,57.57,8.34,0.4,53,50.805
09-Sep-2024 11:45:00,57.28,8.34,0.42,52.69,50.805
09-Sep-2024 11:50:00,54.97,7.51,0.41,50.805,50.805
09-Sep-2024 11:55:00,59,8.21,0.41,54.485,50.805
09-Sep-2024 12:00:00,55.41,7.52,0.39,51.26,50.805
09-Sep-2024 12:05:00,56.34,7.76,0.42,52.04,50.805
09-Sep-2024 12:10:00,57.26,6.92,0.43,53.37,50.995
09-Sep-2024 12:15:00,58.79,7.06,0.42,54.84,50.185
09-Sep-2024 12:20:00,55.18,7.57,0.4,50.995,49.735
09-Sep-2024 12:25:00,53.98,6.75,0.42,50.185,49.735
09-Sep-2024 12:30:00,54.12,7.99,0.39,49.735,49.735
09-Sep-2024 12:35:00,54.75,7.45,0.46,50.565,49.73
09-Sep-2024 12:40:00,54.81,7.82,0.47,50.43,47.435
09-Sep-2024 12:45:00,54.01,7.7,0.43,49.73,47.435
09-Sep-2024 12:50:00,51.7,7.61,0.46,47.435,44.47
09-Sep-2024 12:55:00,54.92,6.95,0.47,50.975,44.47
09-Sep-2024 13:00:00,48.69,7.62,0.41,44.47,44.47
09-Sep-2024 13:05:00,52.45,7.82,0.43,48.11,44.47
09-Sep-2024 13:10:00,51.68,6.43,0.42,48.045,44.47
09-Sep-2024 13:15:00,50.02,6.24,0.41,46.49,44.47
09-Sep-2024 13:20:00,49.56,5.93,0.39,46.205,46.205
09-Sep-2024 13:25:00,50.52,6.51,0.42,46.845,44.91
09-Sep-2024 13:30:00,50.18,6.06,0.44,46.71,43.775
09-Sep-2024 13:35:00,48.79,6.84,0.46,44.91,43.775
09-Sep-2024 13:40:00,47.3,6.15,0.45,43.775,42.525
09-Sep-2024 13:45:00,47.49,5.79,0.47,44.125,41.65
09-Sep-2024 13:50:00,46.05,6.11,0.47,42.525,41.65
09-Sep-2024 13:55:00,45.33,6.48,0.44,41.65,41.65
09-Sep-2024 14:00:00,47.54,6.04,0.45,44.07,39.21
09-Sep-2024 14:05:00,47.44,5.46,0.44,44.27,39.21
09-Sep-2024 14:10:00,42.5,5.54,0.52,39.21,39.2
09-Sep-2024 14:15:00,43.11,5.63,0.44,39.855,39.2
09-Sep-2024 14:20:00,42.49,5.84,0.37,39.2,39.2
09-Sep-2024 14:25:00,46.32,6.2,0.4,42.82,39.2
09-Sep-2024 14:30:00,42.77,6.35,0.38,39.215,38.87
09-Sep-2024 14:35:00,44.81,5.75,0.4,41.535,36.24
09-Sep-2024 14:40:00,41.72,5.02,0.34,38.87,33.705
09-Sep-2024 14:45:00,39.56,5.94,0.35,36.24,33.62
09-Sep-2024 14:50:00,36.95,5.85,0.32,33.705,33.62
09-Sep-2024 14:55:00,36.39,4.86,0.34,33.62,32.3
09-Sep-2024 15:00:00,37.54,5.23,0.36,34.565,32.3
09-Sep-2024 15:05:00,36.05,6.8,0.35,32.3,32.3
09-Sep-2024 15:10:00,36.13,5.29,0.38,33.105,32.3
09-Sep-2024 15:15:00,35.77,5.31,0.39,32.725,31.825
09-Sep-2024 15:20:00,35.4,5,0.36,32.54,31.61
09-Sep-2024 15:25:00,35.04,5.73,0.35,31.825,31.61
09-Sep-2024 15:30:00,34.4,4.8,0.39,31.61,30.825
09-Sep-2024 15:35:00,35.31,5.12,0.36,32.39,30.825
09-Sep-2024 15:40:00,33.95,5.55,0.35,30.825,30.825
09-Sep-2024 15:45:00,36.54,5.16,0.41,33.55,30.825
09-Sep-2024 15:50:00,35.43,5.05,0.39,32.515,30.775
09-Sep-2024 15:55:00,35.09,4.74,0.4,32.32,30.775
09-Sep-2024 16:00:00,33.58,4.89,0.36,30.775,29.825
09-Sep-2024 16:05:00,34.06,4.67,0.38,31.345,29.825
09-Sep-2024 16:10:00,32.64,4.83,0.4,29.825,29.825
09-Sep-2024 16:15:00,34.48,5.91,0.43,31.095,29.825
09-Sep-2024 16:20:00,33.8,4.46,0.37,31.2,29.825
09-Sep-2024 16:25:00,33.4,5.93,0.39,30.045,29.825
09-Sep-2024 16:30:00,32.79,4.84,0.39,29.98,29.98
09-Sep-2024 16:35:00,33.73,6.06,0.38,30.32,28.1
09-Sep-2024 16:40:00,33.3,4.31,0.42,30.725,28.1
09-Sep-2024 16:45:00,31.21,5.38,0.42,28.1,28.1
09-Sep-2024 16:50:00,31.75,4.54,0.42,29.06,27.77
09-Sep-2024 16:55:00,31.26,5.02,0.54,28.21,27.77
09-Sep-2024 17:00:00,31.54,6.4,0.57,27.77,27.77
09-Sep-2024 17:05:00,34.51,4.47,0.41,31.865,27.77
09-Sep-2024 17:10:00,32.71,4.53,0.39,30.055,27.05
09-Sep-2024 17:15:00,30.51,4.51,0.4,27.855,27.05
09-Sep-2024 17:20:00,29.81,4.72,0.4,27.05,27.05
09-Sep-2024 17:25:00,32.92,4.65,0.4,30.195,27.05
09-Sep-2024 17:30:00,30.92,4.7,0.38,28.19,27.05
09-Sep-2024 17:35:00,31.14,5.5,0.39,28,27.05
09-Sep-2024 17:40:00,31.71,5,0.37,28.84,27.97
09-Sep-2024 17:45:00,30.7,4.76,0.35,27.97,26.985
09-Sep-2024 17:50:00,33.42,5.23,0.38,30.425,26.985
09-Sep-2024 17:55:00,30.03,5.23,0.43,26.985,26.985
09-Sep-2024 18:00:00,32.15,4.7,0.36,29.44,26.985
09-Sep-2024 18:05:00,33.41,5.05,0.33,30.555,26.985
09-Sep-2024 18:10:00,32.73,4.9,0.36,29.92,26.985
09-Sep-2024 18:15:00,30.58,4.42,0.39,27.98,27.98
09-Sep-2024 18:20:00,31.33,4.24,0.37,28.84,27.98
09-Sep-2024 18:25:00,31.34,4.89,0.3,28.595,27.62
09-Sep-2024 18:30:00,30.77,4.78,0.26,28.12,27.62
09-Sep-2024 18:35:00,30.35,4.86,0.3,27.62,26.445
09-Sep-2024 18:40:00,30.5,4.19,0.43,27.975,26.445
09-Sep-2024 18:45:00,29.11,4.75,0.29,26.445,26.445
09-Sep-2024 18:50:00,30.71,4.22,0.3,28.3,26.445
09-Sep-2024 18:55:00,29.83,5.26,0.27,26.93,26.405
09-Sep-2024 19:00:00,30,4.22,0.3,27.59,25.95
09-Sep-2024 19:05:00,29.6,5.79,0.3,26.405,25.95
09-Sep-2024 19:10:00,28.14,3.8,0.29,25.95,25.95
09-Sep-2024 19:15:00,29.17,4.25,0.35,26.695,25.95
09-Sep-2024 19:20:00,30.55,4.26,0.36,28.06,25.95
09-Sep-2024 19:25:00,30.51,4.22,0.29,28.11,25.95
09-Sep-2024 19:30:00,30.5,4.44,0.34,27.94,24.94
09-Sep-2024 19:35:00,29.24,4.19,0.4,26.745,24.235
09-Sep-2024 19:40:00,27.93,4.66,0.66,24.94,24.235
09-Sep-2024 19:45:00,27.36,4.97,0.64,24.235,24.235
09-Sep-2024 19:50:00,28.21,4.87,0.48,25.295,24.235
09-Sep-2024 19:55:00,28.62,4.35,0.47,25.975,24.105
09-Sep-2024 20:00:00,27.17,4.22,0.65,24.41,24.105
09-Sep-2024 20:05:00,27.38,5.35,0.6,24.105,24.105
09-Sep-2024 20:10:00,27.3,4.74,0.61,24.32,24.105
09-Sep-2024 20:15:00,28.15,4.07,0.79,25.325,23.83
09-Sep-2024 20:20:00,27,3.99,0.65,24.355,23.83
09-Sep-2024 20:25:00,26.43,3.8,0.7,23.83,23.83
09-Sep-2024 20:30:00,28.45,4.19,0.61,25.745,23.83
09-Sep-2024 20:35:00,27.44,3.93,0.64,24.835,23.83
09-Sep-2024 20:40:00,27.47,3.65,0.49,25.155,23.83
09-Sep-2024 20:45:00,28.35,3.84,0.42,26.01,23.935
09-Sep-2024 20:50:00,26.84,5.09,0.36,23.935,23.935
09-Sep-2024 20:55:00,27.8,4.42,0.63,24.96,23.935
09-Sep-2024 21:00:00,27.69,4.17,0.53,25.075,23.935
09-Sep-2024 21:05:00,28.56,4.44,0.49,25.85,23.935
09-Sep-2024 21:10:00,28.14,4.64,0.5,25.32,24.96
09-Sep-2024 21:15:00,27.98,3.53,0.46,25.755,22.43
09-Sep-2024 21:20:00,27.54,3.34,0.51,25.36,22.43
09-Sep-2024 21:25:00,24.92,4.3,0.34,22.43,22.43
09-Sep-2024 21:30:00,27.23,3.71,0.45,24.925,22.43
09-Sep-2024 21:35:00,26.18,3.77,0.4,23.895,22.43
09-Sep-2024 21:40:00,28.4,3.53,0.39,26.245,22.43
09-Sep-2024 21:45:00,25.25,3.68,0.41,23,23
09-Sep-2024 21:50:00,27.14,3.73,0.38,24.895,23
09-Sep-2024 21:55:00,27.79,4.04,0.42,25.35,23
09-Sep-2024 22:00:00,26.34,4.03,0.35,23.975,23
09-Sep-2024 22:05:00,26.02,3.67,0.4,23.785,23.785
09-Sep-2024 22:10:00,26.79,3.19,0.33,24.865,23.785
09-Sep-2024 22:15:00,27.47,3.67,0.43,25.205,23.785
09-Sep-2024 22:20:00,26.12,3.36,0.39,24.05,23.785
09-Sep-2024 22:25:00,28.03,3.2,0.36,26.07,24.05
09-Sep-2024 22:30:00,26.51,3.13,0.32,24.625,23.95
09-Sep-2024 22:35:00,26.66,3.09,0.43,24.685,23.95
09-Sep-2024 22:40:00,26.11,3.5,0.41,23.95,23.95
09-Sep-2024 22:45:00,27.4,3.05,0.16,25.715,23.95
09-Sep-2024 22:50:00,25.81,3.09,0.18,24.085,23.95
09-Sep-2024 22:55:00,26.78,2.78,0.17,25.22,23.95
09-Sep-2024 23:00:00,28.28,4.01,0.19,26.085,24.085
09-Sep-2024 23:05:00,26.34,3.02,0.21,24.62,24.085
09-Sep-2024 23:10:00,27.79,2.8,0.205,26.185,24.62
09-Sep-2024 23:15:00,26.68,3.56,0.2,24.7,24.16
09-Sep-2024 23:20:00,28.2,2.87,0.18,26.585,23.425
09-Sep-2024 23:25:00,25.96,3.18,0.21,24.16,23.425
09-Sep-2024 23:30:00,25.07,2.87,0.21,23.425,23.425
09-Sep-2024 23:35:00,25.41,2.62,0.17,23.93,23.425
09-Sep-2024 23:40:00,25.32,2.63,0.18,23.825,23.425
09-Sep-2024 23:45:00,26.31,2.7,0.19,24.77,23.425
09-Sep-2024 23:50:00,25.47,2.6,0.21,23.96,23.185
09-Sep-2024 23:55:00,24.91,2.45,0.19,23.495,23.185
10-Sep-2024 00:00:00,24.72,2.67,0.2,23.185,22.92
10-Sep-2024 00:05:00,25.42,2.6,0.17,23.95,22.92
10-Sep-2024 00:10:00,24.41,2.64,0.17,22.92,21.6
10-Sep-2024 00:15:00,24.53,2.5,0.18,23.1,21.6
10-Sep-2024 00:20:00,23.03,2.48,0.19,21.6,21.6
10-Sep-2024 00:25:00,23.73,2.62,0.19,22.23,21.6
10-Sep-2024 00:30:00,24.78,2.35,0.16,23.445,21.6
10-Sep-2024 00:35:00,23.61,2.46,0.17,22.21,21.285
10-Sep-2024 00:40:00,23.32,2.44,0.21,21.89,21.285
10-Sep-2024 00:45:00,22.62,2.27,0.2,21.285,21.285
10-Sep-2024 00:50:00,24.45,2.23,0.22,23.115,21.285
10-Sep-2024 00:55:00,23.17,2.2,0.16,21.91,21.285
10-Sep-2024 01:00:00,23.54,2.35,0.21,22.155,21.2
10-Sep-2024 01:05:00,23.79,2.51,0.18,22.355,20.76
10-Sep-2024 01:10:00,22.49,2.28,0.15,21.2,20.725
10-Sep-2024 01:15:00,22.05,2.32,0.13,20.76,20.725
10-Sep-2024 01:20:00,22.04,2.33,0.15,20.725,20.725
10-Sep-2024 01:25:00,23.31,2.31,0.16,21.995,20.275
10-Sep-2024 01:30:00,22.16,2.44,0.15,20.79,20.275
10-Sep-2024 01:35:00,21.58,2.29,0.16,20.275,19.345
10-Sep-2024 01:40:00,22.6,2.3,0.17,21.28,19.345
10-Sep-2024 01:45:00,20.64,2.27,0.16,19.345,19.345
10-Sep-2024 01:50:00,21.96,3.24,0.17,20.17,19.345
10-Sep-2024 01:55:00,22.96,2.16,0.15,21.73,19.19
10-Sep-2024 02:00:00,21.87,2.02,0.21,20.65,19.19
10-Sep-2024 02:05:00,20.36,1.94,0.2,19.19,18.87
10-Sep-2024 02:10:00,20.87,2.04,0.23,19.62,18.87
10-Sep-2024 02:15:00,20.48,2.76,0.23,18.87,18.4
10-Sep-2024 02:20:00,21.13,2.08,0.25,19.84,18.4
10-Sep-2024 02:25:00,19.68,2.1,0.23,18.4,18.115
10-Sep-2024 02:30:00,20.06,2.12,0.22,18.78,18.115
10-Sep-2024 02:35:00,19.37,2.07,0.22,18.115,18.115
10-Sep-2024 02:40:00,20.45,1.8,0.23,19.32,18
10-Sep-2024 02:45:00,20.18,2.45,0.21,18.745,18
10-Sep-2024 02:50:00,19.19,2,0.19,18,18
10-Sep-2024 02:55:00,21.95,2.03,0.2,20.735,18
10-Sep-2024 03:00:00,20.67,1.76,0.23,19.56,18
10-Sep-2024 03:05:00,20.78,2.74,0.24,19.17,18
10-Sep-2024 03:10:00,21.59,1.93,0.36,20.265,16.385
10-Sep-2024 03:15:00,20.23,2.04,0.33,18.88,16.385
10-Sep-2024 03:20:00,17.63,2.01,0.24,16.385,16.385
10-Sep-2024 03:25:00,21.1,2.48,0.3,19.56,16.385
10-Sep-2024 03:30:00,19.9,2.02,0.27,18.62,16.385
10-Sep-2024 03:35:00,19.81,1.87,0.3,18.575,16.385
10-Sep-2024 03:40:00,20.23,1.91,0.24,19.035,16.915
10-Sep-2024 03:45:00,18.76,1.78,0.27,17.6,16.915
10-Sep-2024 03:50:00,18.24,2.21,0.22,16.915,16.915
10-Sep-2024 03:55:00,20.71,1.95,0.23,19.505,16.915
10-Sep-2024 04:00:00,21.81,1.97,0.21,20.615,16.915
10-Sep-2024 04:05:00,18.79,2.21,0.23,17.455,16.915
10-Sep-2024 04:10:00,22.34,2.18,0.25,21,17.455
10-Sep-2024 04:15:00,20.55,1.91,0.26,19.335,17.455
10-Sep-2024 04:20:00,19.42,1.93,0.26,18.195,17.455
10-Sep-2024 04:25:00,20.2,2.08,0.29,18.87,17.015
10-Sep-2024 04:30:00,20.54,2.18,0.29,19.16,17.015
10-Sep-2024 04:35:00,18.4,2.29,0.24,17.015,17.015
10-Sep-2024 04:40:00,21.26,2.01,0.21,20.045,17.015
10-Sep-2024 04:45:00,20.73,1.98,0.21,19.53,17.015
10-Sep-2024 04:50:00,22.8,2.42,0.21,21.38,17.015
10-Sep-2024 04:55:00,22.8,2.31,0.21,21.435,19.53
10-Sep-2024 05:00:00,21.32,2.29,0.24,19.935,19.53
10-Sep-2024 05:05:00,22.29,3.03,0.27,20.505,19.935
10-Sep-2024 05:10:00,23.18,2.12,0.25,21.87,19.935
10-Sep-2024 05:15:00,21.99,2.63,0.21,20.465,19.935
10-Sep-2024 05:20:00,24.61,2.53,0.23,23.115,20.455
10-Sep-2024 05:25:00,23.08,2.58,0.23,21.56,20.455
10-Sep-2024 05:30:00,22,2.61,0.24,20.455,20.455
10-Sep-2024 05:35:00,24.91,2.76,0.23,23.3,20.455
10-Sep-2024 05:40:00,23.49,2.04,0.25,22.22,20.455
10-Sep-2024 05:45:00,22.94,2.4,0.24,21.5,19.385
10-Sep-2024 05:50:00,22.27,2.54,0.17,20.83,19.275
10-Sep-2024 05:55:00,21.03,2.77,0.26,19.385,19.275
10-Sep-2024 06:00:00,20.83,2.55,0.28,19.275,19.275
10-Sep-2024 06:05:00,21.34,2.87,0.24,19.665,19.275
10-Sep-2024 06:10:00,21.7,3.23,0.21,19.875,19.275
10-Sep-2024 06:15:00,21.51,3.21,0.23,19.675,19.275
10-Sep-2024 06:20:00,24.38,2.68,0.23,22.81,19.665
10-Sep-2024 06:25:00,21.63,2.14,0.24,20.32,19.675
10-Sep-2024 06:30:00,22.65,2.69,0.21,21.095,19.675
10-Sep-2024 06:35:00,23.79,3.19,0.24,21.955,19.44
10-Sep-2024 06:40:00,23.42,2.96,0.2,21.74,19.44
10-Sep-2024 06:45:00,21.27,2.82,0.42,19.44,19.44
10-Sep-2024 06:50:00,22.21,2.86,0.37,20.41,18.905
10-Sep-2024 06:55:00,21.48,2.5,0.33,19.9,18.905
10-Sep-2024 07:00:00,20.92,3.59,0.22,18.905,18.905
10-Sep-2024 07:05:00,24.19,2.21,0.22,22.865,18.905
10-Sep-2024 07:10:00,21.15,2.27,0.31,19.705,18.525
10-Sep-2024 07:15:00,22.59,1.92,0.21,21.42,18.525
10-Sep-2024 07:20:00,19.87,2.23,0.23,18.525,18.525
10-Sep-2024 07:25:00,22.62,3,0.19,20.93,18.525
10-Sep-2024 07:30:00,21.68,2.26,0.16,20.39,18.525
10-Sep-2024 07:35:00,20.33,1.96,0.25,19.1,18.285
10-Sep-2024 07:40:00,21.67,1.77,0.31,20.475,18.285
10-Sep-2024 07:45:00,19.62,1.91,0.38,18.285,18.285
10-Sep-2024 07:50:00,22.55,1.78,0.18,21.48,18.285
10-Sep-2024 07:55:00,19.87,1.77,0.31,18.675,17.94
10-Sep-2024 08:00:00,21.87,1.9,0.32,20.6,17.42
10-Sep-2024 08:05:00,19.05,1.72,0.25,17.94,17.42
10-Sep-2024 08:10:00,19.18,3.12,0.2,17.42,17.42
10-Sep-2024 08:15:00,20.51,2.36,0.36,18.97,17.42
10-Sep-2024 08:20:00,20.97,1.96,0.26,19.73,17.42
10-Sep-2024 08:25:00,20.36,1.86,0.29,19.14,17.42
10-Sep-2024 08:30:00,20.22,1.97,0.22,19.015,18.97
10-Sep-2024 08:35:00,20.46,2.26,0.26,19.07,18.6
10-Sep-2024 08:40:00,20.61,1.71,0.18,19.575,18.085
10-Sep-2024 08:45:00,19.65,1.82,0.14,18.6,18.085
10-Sep-2024 08:50:00,19.34,2.15,0.18,18.085,18.085
10-Sep-2024 08:55:00,20.38,1.81,0.25,19.225,17.925
10-Sep-2024 09:00:00,20.01,1.87,0.17,18.905,17.925
10-Sep-2024 09:05:00,19.06,1.65,0.31,17.925,17.925
