Time,Level,Velocity,FlowDifference,Volume
10-Sep-2024 13:30:00,2.97,0.056,0.25,31.93
10-Sep-2024 13:35:00,3.216,0.052,0.26,31.94
10-Sep-2024 13:40:00,3.06,0.056,0.26,31.96
10-Sep-2024 13:45:00,3.1,0.056,0.27,31.97
10-Sep-2024 13:50:00,3.23,0.058,0.29,31.99
10-Sep-2024 13:55:00,3.242,0.062,0.32,32.01
10-Sep-2024 14:00:00,3.476,0.054,0.31,32.03
10-Sep-2024 14:05:00,4.296,0.068,0.53,32.06
10-Sep-2024 14:10:00,3.178,0.07,0.35,32.08
10-Sep-2024 14:15:00,3.06,0.066,0.31,32.1
10-Sep-2024 14:20:00,4.166,0.058,0.43,32.13
10-Sep-2024 14:25:00,4.49,0.052,0.43,32.15
10-Sep-2024 14:30:00,4.53,0.056,0.46,32.18
10-Sep-2024 14:35:00,4.842,0.05,0.46,32.21
10-Sep-2024 14:40:00,4.79,0.048,0.44,32.23
10-Sep-2024 14:45:00,4.686,0.048,0.42,32.26
10-Sep-2024 14:50:00,5.024,0.054,0.52,32.29
10-Sep-2024 14:55:00,4.516,0.068,0.57,32.32
10-Sep-2024 15:00:00,5.036,0.046,0.46,32.35
10-Sep-2024 15:05:00,5.036,0.052,0.51,32.38
10-Sep-2024 15:10:00,4.322,0.066,0.51,32.41
10-Sep-2024 15:15:00,4.686,0.06,0.52,32.44
10-Sep-2024 15:20:00,4.516,0.058,0.48,32.47
10-Sep-2024 15:25:00,4.646,0.052,0.46,32.5
10-Sep-2024 15:30:00,4.686,0.056,0.49,32.53
10-Sep-2024 15:35:00,4.178,0.056,0.42,32.56
10-Sep-2024 15:40:00,4.412,0.05,0.4,32.58
10-Sep-2024 15:45:00,4.27,0.054,0.41,32.6
10-Sep-2024 15:50:00,0,0,NaN,32.6
10-Sep-2024 15:55:00,4.192,0.052,0.39,32.63
10-Sep-2024 16:00:00,4.348,0.054,0.43,32.65
10-Sep-2024 16:05:00,4.23,0.052,0.4,32.68
10-Sep-2024 16:10:00,4.126,0.05,0.37,32.7
10-Sep-2024 16:15:00,3.958,0.06,0.41,32.72
10-Sep-2024 16:20:00,4.152,0.048,0.35,32.74
10-Sep-2024 16:25:00,4.036,0.056,0.4,32.77
10-Sep-2024 16:30:00,4.114,0.048,0.35,32.79
10-Sep-2024 16:35:00,3.906,0.04,0.27,32.81
10-Sep-2024 16:40:00,4.088,0.04,0.29,32.82
10-Sep-2024 16:45:00,3.918,0.07,0.48,32.85
10-Sep-2024 16:50:00,3.906,0.046,0.32,32.87
10-Sep-2024 16:55:00,3.658,0.066,0.4,32.89
10-Sep-2024 17:00:00,3.892,0.05,0.33,32.91
10-Sep-2024 17:05:00,3.918,0.056,0.38,32.94
10-Sep-2024 17:10:00,3.814,0.064,0.42,32.96
10-Sep-2024 17:15:00,3.828,0.058,0.38,32.99
10-Sep-2024 17:20:00,3.502,0.068,0.4,33.01
10-Sep-2024 17:25:00,3.906,0.052,0.35,33.03
10-Sep-2024 17:30:00,3.892,0.044,0.3,33.05
10-Sep-2024 17:35:00,3.932,0.046,0.32,33.07
10-Sep-2024 17:40:00,3.84,0.042,0.28,33.08
10-Sep-2024 17:45:00,3.71,0.064,0.4,33.11
10-Sep-2024 17:50:00,3.918,0.048,0.32,33.13
10-Sep-2024 17:55:00,4.01,0.04,0.28,33.14
10-Sep-2024 18:00:00,4.022,0.05,0.35,33.17
10-Sep-2024 18:05:00,3.932,0.044,0.3,33.18
10-Sep-2024 18:10:00,3.854,0.046,0.3,33.2
10-Sep-2024 18:15:00,3.828,0.054,0.35,33.22
10-Sep-2024 18:20:00,3.932,0.046,0.31,33.24
10-Sep-2024 18:25:00,3.866,0.046,0.3,33.26
10-Sep-2024 18:30:00,3.75,0.046,0.29,33.28
10-Sep-2024 18:35:00,3.918,0.044,0.3,33.3
10-Sep-2024 18:40:00,3.776,0.05,0.32,33.31
10-Sep-2024 18:45:00,3.594,0.054,0.33,33.33
10-Sep-2024 18:50:00,3.854,0.046,0.3,33.35
10-Sep-2024 18:55:00,3.814,0.058,0.39,33.37
10-Sep-2024 19:00:00,3.866,0.046,0.3,33.39
10-Sep-2024 19:05:00,3.762,0.044,0.29,33.41
10-Sep-2024 19:10:00,3.424,0.058,0.33,33.43
10-Sep-2024 19:15:00,3.828,0.046,0.3,33.45
10-Sep-2024 19:20:00,3.62,0.054,0.32,33.47
10-Sep-2024 19:25:00,3.684,0.054,0.34,33.49
10-Sep-2024 19:30:00,3.672,0.05,0.31,33.51
10-Sep-2024 19:35:00,3.672,0.048,0.3,33.52
10-Sep-2024 19:40:00,3.828,0.052,0.34,33.54
10-Sep-2024 19:45:00,3.516,0.062,0.35,33.57
10-Sep-2024 19:50:00,3.84,0.044,0.29,33.58
10-Sep-2024 19:55:00,3.892,0.036,0.24,33.6
10-Sep-2024 20:00:00,3.814,0.04,0.27,33.61
10-Sep-2024 20:05:00,3.88,0.042,0.28,33.63
10-Sep-2024 20:10:00,3.242,0.028,0.14,33.64
10-Sep-2024 20:15:00,3.424,0.052,0.29,33.66
10-Sep-2024 20:20:00,3.398,0.058,0.32,33.68
10-Sep-2024 20:25:00,3.372,0.072,0.4,33.7
10-Sep-2024 20:30:00,3.672,0.066,0.41,33.72
10-Sep-2024 20:35:00,3.412,0.058,0.32,33.74
10-Sep-2024 20:40:00,3.554,0.062,0.37,33.77
10-Sep-2024 20:45:00,3.398,0.062,0.34,33.79
10-Sep-2024 20:50:00,3.294,0.064,0.34,33.81
10-Sep-2024 20:55:00,3.568,0.06,0.36,33.83
10-Sep-2024 21:00:00,3.334,0.058,0.31,33.85
10-Sep-2024 21:05:00,3.308,0.054,0.28,33.86
10-Sep-2024 21:10:00,3.476,0.066,0.38,33.89
10-Sep-2024 21:15:00,3.308,0.066,0.35,33.91
10-Sep-2024 21:20:00,3.464,0.068,0.38,33.93
10-Sep-2024 21:25:00,3.36,0.06,0.33,33.95
10-Sep-2024 21:30:00,3.32,0.054,0.29,33.97
10-Sep-2024 21:35:00,3.112,0.05,0.24,33.98
10-Sep-2024 21:40:00,3.204,0.054,0.28,34
10-Sep-2024 21:45:00,3.386,0.058,0.32,34.02
10-Sep-2024 21:50:00,3.334,0.054,0.29,34.03
10-Sep-2024 21:55:00,3.594,0.062,0.37,34.06
10-Sep-2024 22:00:00,3.672,0.06,0.37,34.08
10-Sep-2024 22:05:00,3.594,0.074,0.44,34.11
10-Sep-2024 22:10:00,3.554,0.076,0.45,34.13
10-Sep-2024 22:15:00,3.736,0.06,0.38,34.16
10-Sep-2024 22:20:00,3.658,0.074,0.46,34.18
10-Sep-2024 22:25:00,3.672,0.066,0.41,34.21
10-Sep-2024 22:30:00,3.776,0.072,0.46,34.24
10-Sep-2024 22:35:00,3.75,0.076,0.49,34.26
10-Sep-2024 22:40:00,3.866,0.058,0.38,34.29
10-Sep-2024 22:45:00,3.802,0.07,0.45,34.31
10-Sep-2024 22:50:00,3.736,0.062,0.39,34.34
10-Sep-2024 22:55:00,3.646,0.066,0.4,34.36
10-Sep-2024 23:00:00,3.892,0.07,0.48,34.39
10-Sep-2024 23:05:00,3.892,0.064,0.43,34.42
10-Sep-2024 23:10:00,3.802,0.064,0.41,34.44
10-Sep-2024 23:15:00,3.776,0.064,0.41,34.47
10-Sep-2024 23:20:00,3.788,0.062,0.4,34.49
10-Sep-2024 23:25:00,3.828,0.062,0.41,34.51
10-Sep-2024 23:30:00,3.866,0.058,0.38,34.54
10-Sep-2024 23:35:00,3.854,0.06,0.4,34.56
10-Sep-2024 23:40:00,3.828,0.06,0.39,34.58
10-Sep-2024 23:45:00,3.788,0.064,0.41,34.61
10-Sep-2024 23:50:00,3.814,0.062,0.41,34.63
10-Sep-2024 23:55:00,3.814,0.064,0.41,34.66
11-Sep-2024 00:00:00,3.75,0.058,0.37,34.68
11-Sep-2024 00:05:00,3.75,0.066,0.42,34.71
11-Sep-2024 00:10:00,3.958,0.05,0.35,34.73
11-Sep-2024 00:15:00,3.866,0.062,0.42,34.75
11-Sep-2024 00:20:00,3.724,0.058,0.37,34.77
11-Sep-2024 00:25:00,3.58,0.054,0.32,34.79
11-Sep-2024 00:30:00,3.672,0.056,0.35,34.81
11-Sep-2024 00:35:00,3.698,0.05,0.32,34.83
11-Sep-2024 00:40:00,3.698,0.06,0.38,34.86
11-Sep-2024 00:45:00,3.828,0.058,0.39,34.88
11-Sep-2024 00:50:00,3.672,0.062,0.38,34.9
11-Sep-2024 00:55:00,3.698,0.058,0.37,34.92
11-Sep-2024 01:00:00,3.698,0.058,0.37,34.95
11-Sep-2024 01:05:00,3.594,0.052,0.31,34.96
11-Sep-2024 01:10:00,3.62,0.05,0.3,34.98
11-Sep-2024 01:15:00,3.58,0.052,0.31,35
11-Sep-2024 01:20:00,3.542,0.054,0.31,35.02
11-Sep-2024 01:25:00,3.724,0.052,0.33,35.04
11-Sep-2024 01:30:00,3.62,0.054,0.32,35.06
11-Sep-2024 01:35:00,4.1,0.056,0.4,35.08
11-Sep-2024 01:40:00,3.568,0.052,0.31,35.1
11-Sep-2024 01:45:00,3.62,0.05,0.31,35.12
11-Sep-2024 01:50:00,3.502,0.05,0.29,35.14
11-Sep-2024 01:55:00,3.684,0.05,0.31,35.16
11-Sep-2024 02:00:00,3.464,0.052,0.3,35.17
11-Sep-2024 02:05:00,3.828,0.052,0.34,35.19
11-Sep-2024 02:10:00,3.776,0.05,0.32,35.21
11-Sep-2024 02:15:00,3.736,0.048,0.31,35.23
11-Sep-2024 02:20:00,4.178,0.044,0.33,35.25
11-Sep-2024 02:25:00,4.178,0.056,0.42,35.28
11-Sep-2024 02:30:00,4.178,0.046,0.34,35.3
11-Sep-2024 02:35:00,3.814,0.048,0.32,35.32
11-Sep-2024 02:40:00,3.542,0.052,0.3,35.33
11-Sep-2024 02:45:00,3.788,0.042,0.27,35.35
11-Sep-2024 02:50:00,3.762,0.052,0.33,35.37
11-Sep-2024 02:55:00,3.892,0.046,0.31,35.39
11-Sep-2024 03:00:00,3.814,0.058,0.38,35.41
11-Sep-2024 03:05:00,3.58,0.052,0.31,35.43
11-Sep-2024 03:10:00,4.27,0.046,0.35,35.45
11-Sep-2024 03:15:00,4.36,0.046,0.37,35.47
11-Sep-2024 03:20:00,3.646,0.066,0.4,35.5
11-Sep-2024 03:25:00,3.672,0.048,0.3,35.52
11-Sep-2024 03:30:00,3.438,0.064,0.36,35.54
11-Sep-2024 03:35:00,3.632,0.05,0.31,35.56
11-Sep-2024 03:40:00,3.776,0.056,0.36,35.58
11-Sep-2024 03:45:00,3.854,0.056,0.38,35.6
11-Sep-2024 03:50:00,3.788,0.056,0.37,35.62
11-Sep-2024 03:55:00,3.75,0.06,0.39,35.65
11-Sep-2024 04:00:00,3.684,0.062,0.38,35.67
11-Sep-2024 04:05:00,3.724,0.06,0.38,35.69
11-Sep-2024 04:10:00,3.386,0.066,0.36,35.71
11-Sep-2024 04:15:00,3.178,0.07,0.35,35.73
11-Sep-2024 04:20:00,3.346,0.064,0.35,35.75
11-Sep-2024 04:25:00,3.256,0.068,0.35,35.78
11-Sep-2024 04:30:00,3.658,0.06,0.36,35.8
11-Sep-2024 04:35:00,3.71,0.06,0.37,35.82
11-Sep-2024 04:40:00,3.58,0.064,0.39,35.84
11-Sep-2024 04:45:00,3.814,0.06,0.4,35.87
11-Sep-2024 04:50:00,3.672,0.066,0.41,35.89
11-Sep-2024 04:55:00,3.75,0.06,0.39,35.91
11-Sep-2024 05:00:00,3.736,0.062,0.39,35.94
11-Sep-2024 05:05:00,3.528,0.062,0.36,35.96
11-Sep-2024 05:10:00,3.62,0.056,0.34,35.98
11-Sep-2024 05:15:00,3.528,0.064,0.37,36
11-Sep-2024 05:20:00,3.178,0.074,0.37,36.02
11-Sep-2024 05:25:00,4.516,0.058,0.48,36.05
11-Sep-2024 05:30:00,4.894,0.046,0.43,36.08
11-Sep-2024 05:35:00,4.776,0.058,0.53,36.11
11-Sep-2024 05:40:00,4.218,0.054,0.41,36.13
11-Sep-2024 05:45:00,4.296,0.06,0.47,36.16
11-Sep-2024 05:50:00,3.958,0.072,0.5,36.19
11-Sep-2024 05:55:00,4.36,0.068,0.54,36.23
11-Sep-2024 06:00:00,4.27,0.058,0.45,36.25
11-Sep-2024 06:05:00,3.658,0.056,0.35,36.27
11-Sep-2024 06:10:00,4.036,0.066,0.47,36.3
11-Sep-2024 06:15:00,3.996,0.064,0.44,36.33
11-Sep-2024 06:20:00,4.048,0.054,0.39,36.35
11-Sep-2024 06:25:00,4.178,0.058,0.43,36.38
11-Sep-2024 06:30:00,4.178,0.058,0.44,36.4
11-Sep-2024 06:35:00,3.802,0.076,0.49,36.43
11-Sep-2024 06:40:00,3.346,0.082,0.44,36.46
11-Sep-2024 06:45:00,3.568,0.074,0.43,36.49
11-Sep-2024 06:50:00,3.476,0.082,0.47,36.51
11-Sep-2024 06:55:00,3.516,0.08,0.46,36.54
11-Sep-2024 07:00:00,3.606,0.078,0.47,36.57
11-Sep-2024 07:05:00,3.268,0.078,0.41,36.59
11-Sep-2024 07:10:00,3.632,0.072,0.44,36.62
11-Sep-2024 07:15:00,3.386,0.076,0.42,36.65
11-Sep-2024 07:20:00,3.594,0.074,0.45,36.67
11-Sep-2024 07:25:00,2.762,0.098,0.4,36.7
11-Sep-2024 07:30:00,2.514,0.126,0.44,36.72
11-Sep-2024 07:35:00,2.554,0.108,0.39,36.75
11-Sep-2024 07:40:00,2.358,0.114,0.37,36.77
11-Sep-2024 07:45:00,2.448,0.104,0.35,36.79
11-Sep-2024 07:50:00,2.358,0.106,0.34,36.81
11-Sep-2024 07:55:00,2.202,0.108,0.32,36.83
11-Sep-2024 08:00:00,2.396,0.112,0.37,36.85
11-Sep-2024 08:05:00,2.396,0.102,0.34,36.87
11-Sep-2024 08:10:00,2.448,0.088,0.3,36.89
11-Sep-2024 08:15:00,2.528,0.084,0.3,36.91
11-Sep-2024 08:20:00,2.54,0.09,0.33,36.93
11-Sep-2024 08:25:00,2.422,0.108,0.36,36.95
11-Sep-2024 08:30:00,0,0,NaN,36.95
11-Sep-2024 08:35:00,2.474,0.084,0.29,36.97
11-Sep-2024 08:40:00,2.396,0.082,0.27,36.98
11-Sep-2024 08:45:00,2.344,0.096,0.31,37
11-Sep-2024 08:50:00,2.396,0.096,0.32,37.02
11-Sep-2024 08:55:00,2.5,0.088,0.31,37.04
11-Sep-2024 09:00:00,2.618,0.084,0.31,37.06
11-Sep-2024 09:05:00,2.606,0.084,0.31,37.08
11-Sep-2024 09:10:00,2.514,0.086,0.31,37.1
11-Sep-2024 09:15:00,2.5,0.08,0.28,37.11
11-Sep-2024 09:20:00,2.474,0.1,0.35,37.13
11-Sep-2024 09:25:00,2.448,0.086,0.29,37.15
11-Sep-2024 09:30:00,2.618,0.082,0.31,37.17
11-Sep-2024 09:35:00,2.684,0.072,0.28,37.19
11-Sep-2024 09:40:00,2.684,0.072,0.28,37.2
11-Sep-2024 09:45:00,2.632,0.082,0.31,37.22
11-Sep-2024 09:50:00,2.58,0.08,0.29,37.24
11-Sep-2024 09:55:00,2.774,0.08,0.32,37.26
11-Sep-2024 10:00:00,2.852,0.08,0.34,37.28
11-Sep-2024 10:05:00,2.996,0.074,0.34,37.3
11-Sep-2024 10:10:00,2.566,0.09,0.33,37.32
11-Sep-2024 10:15:00,2.996,0.07,0.32,37.34
11-Sep-2024 10:20:00,3.282,0.07,0.37,37.36
11-Sep-2024 10:25:00,3.282,0.078,0.41,37.38
11-Sep-2024 10:30:00,3.178,0.072,0.36,37.41
11-Sep-2024 10:35:00,3.23,0.07,0.36,37.43
11-Sep-2024 10:40:00,3.672,0.062,0.39,37.45
11-Sep-2024 10:45:00,3.58,0.062,0.37,37.47
11-Sep-2024 10:50:00,3.606,0.062,0.37,37.5
11-Sep-2024 10:55:00,3.684,0.056,0.34,37.52
11-Sep-2024 11:00:00,3.646,0.06,0.37,37.54
11-Sep-2024 11:05:00,3.788,0.066,0.42,37.56
11-Sep-2024 11:10:00,3.684,0.062,0.38,37.59
11-Sep-2024 11:15:00,3.802,0.06,0.4,37.61
11-Sep-2024 11:20:00,3.164,0.064,0.32,37.63
11-Sep-2024 11:25:00,3.502,0.068,0.39,37.65
11-Sep-2024 11:30:00,3.542,0.066,0.39,37.68
11-Sep-2024 11:35:00,3.828,0.066,0.43,37.7
11-Sep-2024 11:40:00,3.71,0.05,0.32,37.72
11-Sep-2024 11:45:00,3.788,0.056,0.37,37.74
11-Sep-2024 11:50:00,3.658,0.068,0.41,37.77
11-Sep-2024 11:55:00,3.762,0.056,0.37,37.79
11-Sep-2024 12:00:00,3.828,0.056,0.37,37.81
11-Sep-2024 12:05:00,3.762,0.052,0.33,37.83
11-Sep-2024 12:10:00,3.854,0.05,0.33,37.85
11-Sep-2024 12:15:00,3.568,0.058,0.34,37.87
11-Sep-2024 12:20:00,3.762,0.056,0.37,37.89
11-Sep-2024 12:25:00,3.594,0.058,0.35,37.91
11-Sep-2024 12:30:00,3.71,0.058,0.37,37.94
11-Sep-2024 12:35:00,3.658,0.064,0.39,37.96
11-Sep-2024 12:40:00,3.658,0.066,0.4,37.98
11-Sep-2024 12:45:00,3.802,0.05,0.33,38
11-Sep-2024 12:50:00,3.814,0.062,0.41,38.03
11-Sep-2024 12:55:00,3.762,0.062,0.39,38.05
11-Sep-2024 13:00:00,3.75,0.066,0.42,38.08
11-Sep-2024 13:05:00,3.724,0.06,0.37,38.1
11-Sep-2024 13:10:00,3.658,0.048,0.3,38.12
11-Sep-2024 13:15:00,3.62,0.052,0.31,38.14
11-Sep-2024 13:20:00,3.646,0.062,0.38,38.16
11-Sep-2024 13:25:00,3.672,0.05,0.31,38.18
11-Sep-2024 13:30:00,3.672,0.058,0.36,38.2
11-Sep-2024 13:35:00,3.49,0.048,0.28,38.22
11-Sep-2024 13:40:00,3.854,0.04,0.27,38.23
11-Sep-2024 13:45:00,3.438,0.06,0.34,38.25
11-Sep-2024 13:50:00,3.49,0.048,0.28,38.27
11-Sep-2024 13:55:00,3.476,0.05,0.29,38.29
11-Sep-2024 14:00:00,3.568,0.06,0.36,38.31
11-Sep-2024 14:05:00,3.516,0.06,0.35,38.33
11-Sep-2024 14:10:00,3.424,0.058,0.32,38.35
11-Sep-2024 14:15:00,3.476,0.058,0.34,38.37
11-Sep-2024 14:20:00,3.632,0.052,0.32,38.39
11-Sep-2024 14:25:00,3.438,0.054,0.31,38.41
11-Sep-2024 14:30:00,3.646,0.052,0.31,38.42
11-Sep-2024 14:35:00,3.502,0.054,0.31,38.44
11-Sep-2024 14:40:00,3.424,0.072,0.4,38.47
11-Sep-2024 14:45:00,3.58,0.052,0.31,38.49
11-Sep-2024 14:50:00,3.464,0.07,0.39,38.51
11-Sep-2024 14:55:00,3.814,0.05,0.32,38.53
11-Sep-2024 15:00:00,3.736,0.062,0.39,38.55
11-Sep-2024 15:05:00,3.866,0.048,0.32,38.57
11-Sep-2024 15:10:00,3.814,0.058,0.38,38.59
11-Sep-2024 15:15:00,3.776,0.06,0.38,38.62
11-Sep-2024 15:20:00,3.788,0.056,0.36,38.64
11-Sep-2024 15:25:00,3.502,0.064,0.37,38.66
11-Sep-2024 15:30:00,3.45,0.068,0.38,38.68
11-Sep-2024 15:35:00,3.698,0.062,0.38,38.71
11-Sep-2024 15:40:00,3.698,0.06,0.37,38.73
11-Sep-2024 15:45:00,3.308,0.068,0.36,38.75
11-Sep-2024 15:50:00,2.592,0.074,0.27,38.77
11-Sep-2024 15:55:00,2.826,0.068,0.29,38.78
11-Sep-2024 16:00:00,3.06,0.068,0.32,38.8
11-Sep-2024 16:05:00,2.71,0.072,0.28,38.82
11-Sep-2024 16:10:00,2.488,0.092,0.32,38.84
11-Sep-2024 16:15:00,2.514,0.07,0.25,38.85
11-Sep-2024 16:20:00,2.684,0.07,0.27,38.87
11-Sep-2024 16:25:00,2.54,0.08,0.29,38.89
11-Sep-2024 16:30:00,2.358,0.086,0.28,38.9
11-Sep-2024 16:35:00,2.37,0.084,0.27,38.92
11-Sep-2024 16:40:00,2.384,0.106,0.35,38.94
11-Sep-2024 16:45:00,2.344,0.088,0.28,38.96
11-Sep-2024 16:50:00,2.422,0.11,0.37,38.98
11-Sep-2024 16:55:00,2.24,0.104,0.31,39
11-Sep-2024 17:00:00,2.41,0.106,0.35,39.02
11-Sep-2024 17:05:00,2.448,0.084,0.29,39.04
11-Sep-2024 17:10:00,2.266,0.1,0.3,39.06
11-Sep-2024 17:15:00,2.306,0.092,0.29,39.07
11-Sep-2024 17:20:00,2.448,0.094,0.32,39.09
11-Sep-2024 17:25:00,2.422,0.132,0.44,39.12
11-Sep-2024 17:30:00,2.396,0.13,0.43,39.14
11-Sep-2024 17:35:00,2.514,0.08,0.29,39.16
11-Sep-2024 17:40:00,2.722,0.08,0.32,39.18
11-Sep-2024 17:45:00,2.618,0.11,0.41,39.21
11-Sep-2024 17:50:00,2.514,0.146,0.52,39.24
11-Sep-2024 17:55:00,2.774,0.08,0.33,39.26
11-Sep-2024 18:00:00,2.5,0.086,0.3,39.27
11-Sep-2024 18:05:00,2.606,0.082,0.3,39.29
11-Sep-2024 18:10:00,2.566,0.082,0.3,39.31
11-Sep-2024 18:15:00,2.606,0.084,0.32,39.33
11-Sep-2024 18:20:00,2.54,0.08,0.29,39.35
11-Sep-2024 18:25:00,2.618,0.092,0.35,39.37
11-Sep-2024 18:30:00,2.722,0.084,0.33,39.39
11-Sep-2024 18:35:00,2.618,0.09,0.34,39.41
11-Sep-2024 18:40:00,2.67,0.076,0.3,39.43
11-Sep-2024 18:45:00,2.644,0.082,0.31,39.44
11-Sep-2024 18:50:00,2.592,0.088,0.33,39.46
11-Sep-2024 18:55:00,2.54,0.082,0.3,39.48
11-Sep-2024 19:00:00,2.254,0.094,0.28,39.5
11-Sep-2024 19:05:00,2.462,0.1,0.35,39.52
11-Sep-2024 19:10:00,2.422,0.092,0.31,39.54
11-Sep-2024 19:15:00,2.488,0.078,0.27,39.55
11-Sep-2024 19:20:00,2.474,0.104,0.36,39.58
11-Sep-2024 19:25:00,2.554,0.09,0.33,39.6
11-Sep-2024 19:30:00,2.5,0.112,0.4,39.62
11-Sep-2024 19:35:00,2.528,0.1,0.35,39.64
11-Sep-2024 19:40:00,2.554,0.094,0.34,39.66
11-Sep-2024 19:45:00,2.422,0.086,0.29,39.68
11-Sep-2024 19:50:00,2.684,0.104,0.4,39.7
11-Sep-2024 19:55:00,2.528,0.118,0.42,39.73
11-Sep-2024 20:00:00,2.462,0.136,0.46,39.76
11-Sep-2024 20:05:00,2.592,0.092,0.34,39.78
11-Sep-2024 20:10:00,2.11,0.102,0.28,39.79
11-Sep-2024 20:15:00,2.5,0.082,0.29,39.81
11-Sep-2024 20:20:00,2.606,0.088,0.33,39.83
11-Sep-2024 20:25:00,2.396,0.124,0.41,39.86
11-Sep-2024 20:30:00,2.5,0.094,0.33,39.87
11-Sep-2024 20:35:00,2.592,0.08,0.3,39.89
11-Sep-2024 20:40:00,2.554,0.09,0.33,39.91
11-Sep-2024 20:45:00,2.644,0.084,0.32,39.93
11-Sep-2024 20:50:00,2.644,0.082,0.32,39.95
11-Sep-2024 20:55:00,2.54,0.09,0.32,39.97
11-Sep-2024 21:00:00,2.54,0.088,0.32,39.99
11-Sep-2024 21:05:00,2.474,0.088,0.3,40.01
11-Sep-2024 21:10:00,2.54,0.094,0.34,40.03
11-Sep-2024 21:15:00,2.5,0.09,0.32,40.05
11-Sep-2024 21:20:00,2.606,0.078,0.29,40.06
11-Sep-2024 21:25:00,2.436,0.086,0.29,40.08
11-Sep-2024 21:30:00,2.618,0.08,0.3,40.1
11-Sep-2024 21:35:00,2.67,0.082,0.32,40.12
11-Sep-2024 21:40:00,2.5,0.08,0.28,40.14
11-Sep-2024 21:45:00,2.474,0.074,0.26,40.15
11-Sep-2024 21:50:00,2.5,0.07,0.25,40.17
11-Sep-2024 21:55:00,2.606,0.098,0.36,40.19
11-Sep-2024 22:00:00,2.618,0.082,0.31,40.21
11-Sep-2024 22:05:00,2.474,0.104,0.36,40.23
11-Sep-2024 22:10:00,2.514,0.114,0.4,40.25
11-Sep-2024 22:15:00,2.606,0.106,0.4,40.28
11-Sep-2024 22:20:00,2.632,0.134,0.51,40.31
11-Sep-2024 22:25:00,2.814,0.212,0.89,40.36
11-Sep-2024 22:30:00,2.344,0.296,0.95,40.42
11-Sep-2024 22:35:00,4.932,0.274,2.59,40.57
11-Sep-2024 22:40:00,4.868,0.314,2.93,40.75
11-Sep-2024 22:45:00,4.556,0.302,2.55,40.9
11-Sep-2024 22:50:00,4.438,0.34,2.77,41.07
11-Sep-2024 22:55:00,4.322,0.338,2.64,41.23
11-Sep-2024 23:00:00,4.036,0.348,2.46,41.37
11-Sep-2024 23:05:00,2.956,0.33,1.49,41.46
11-Sep-2024 23:10:00,3.242,0.36,1.86,41.57
11-Sep-2024 23:15:00,3.282,0.356,1.86,41.69
11-Sep-2024 23:20:00,3.086,0.34,1.63,41.78
11-Sep-2024 23:25:00,2.736,0.35,1.41,41.87
11-Sep-2024 23:30:00,3.086,0.348,1.67,41.97
11-Sep-2024 23:35:00,3.216,0.342,1.74,42.07
11-Sep-2024 23:40:00,3.256,0.342,1.77,42.18
11-Sep-2024 23:45:00,3.334,0.35,1.88,42.29
11-Sep-2024 23:50:00,3.204,0.27,1.37,42.37
11-Sep-2024 23:55:00,3.464,0.308,1.75,42.48
12-Sep-2024 00:00:00,3.62,0.298,1.81,42.59
12-Sep-2024 00:05:00,3.62,0.28,1.69,42.69
12-Sep-2024 00:10:00,3.672,0.308,1.91,42.8
12-Sep-2024 00:15:00,3.346,0.31,1.67,42.9
12-Sep-2024 00:20:00,3.282,0.344,1.8,43.01
12-Sep-2024 00:25:00,3.138,0.32,1.57,43.11
12-Sep-2024 00:30:00,3.1,0.344,1.66,43.21
12-Sep-2024 00:35:00,3.204,0.33,1.67,43.31
12-Sep-2024 00:40:00,3.346,0.33,1.78,43.41
12-Sep-2024 00:45:00,3.398,0.334,1.84,43.52
12-Sep-2024 00:50:00,3.178,0.272,1.36,43.6
12-Sep-2024 00:55:00,3.268,0.298,1.55,43.7
12-Sep-2024 01:00:00,3.294,0.298,1.57,43.79
12-Sep-2024 01:05:00,3.308,0.248,1.31,43.87
12-Sep-2024 01:10:00,0,0,NaN,43.87
12-Sep-2024 01:15:00,3.554,0.242,1.42,43.96
12-Sep-2024 01:20:00,3.594,0.246,1.47,44.04
12-Sep-2024 01:25:00,3.958,0.254,1.76,44.15
12-Sep-2024 01:30:00,3.88,0.248,1.67,44.25
12-Sep-2024 01:35:00,3.906,0.222,1.51,44.34
12-Sep-2024 01:40:00,3.97,0.24,1.66,44.44
12-Sep-2024 01:45:00,3.97,0.23,1.59,44.53
12-Sep-2024 01:50:00,4.01,0.204,1.44,44.62
12-Sep-2024 01:55:00,4.048,0.206,1.47,44.71
12-Sep-2024 02:00:00,4.01,0.202,1.41,44.79
12-Sep-2024 02:05:00,3.996,0.182,1.27,44.87
12-Sep-2024 02:10:00,4.074,0.196,1.41,44.95
12-Sep-2024 02:15:00,4.048,0.228,1.63,45.05
12-Sep-2024 02:20:00,4.074,0.176,1.26,45.13
12-Sep-2024 02:25:00,4.01,0.168,1.18,45.2
12-Sep-2024 02:30:00,4.074,0.166,1.19,45.27
12-Sep-2024 02:35:00,4.114,0.176,1.29,45.35
12-Sep-2024 02:40:00,4.01,0.176,1.23,45.42
12-Sep-2024 02:45:00,3.944,0.11,0.75,45.47
12-Sep-2024 02:50:00,2.866,0.142,0.61,45.5
12-Sep-2024 02:55:00,2.618,0.106,0.4,45.53
12-Sep-2024 03:00:00,2.606,0.102,0.38,45.55
