Time,Consumption
20-Nov-2024 00:00:00,0.21202274348431
20-Nov-2024 00:00:00,0.21202274348431
20-Nov-2024 00:04:47,0.229223665914361
20-Nov-2024 00:09:35,0.270182082980368
20-Nov-2024 00:14:24,0.282630446684186
20-Nov-2024 00:19:11,0.223335368681404
20-Nov-2024 00:23:59,0.200041113742464
20-Nov-2024 00:28:47,0.19066574487556
20-Nov-2024 00:33:35,0.220821942618643
20-Nov-2024 00:38:23,0.272914636574432
20-Nov-2024 00:43:11,0.176851033977431
20-Nov-2024 00:47:59,0.242237281372701
20-Nov-2024 00:52:47,0.213189124006802
20-Nov-2024 00:57:36,0.200136444458185
20-Nov-2024 01:02:23,0.211253941196476
20-Nov-2024 01:07:11,0.178512563363735
20-Nov-2024 01:12:00,0.181808192796414
20-Nov-2024 01:16:47,0.173473154923481
20-Nov-2024 01:21:35,0.173473154923481
20-Nov-2024 01:26:23,0.179592828814345
20-Nov-2024 01:31:11,0.205084912413047
20-Nov-2024 01:35:59,0.187017604266502
20-Nov-2024 01:40:47,0.178433539217808
20-Nov-2024 01:45:35,0.204538911114546
20-Nov-2024 01:50:23,0.182303917637966
20-Nov-2024 01:55:12,0.189797772020405
20-Nov-2024 01:59:59,0.184933831998763
20-Nov-2024 02:04:47,0.188007390013913
20-Nov-2024 02:09:35,0.188007390013913
20-Nov-2024 02:14:23,0.195198011315505
20-Nov-2024 02:19:11,0.219630667058278
20-Nov-2024 02:23:59,0.17399409479054
20-Nov-2024 02:28:47,0.178185049621271
20-Nov-2024 02:33:35,0.180435522646468
20-Nov-2024 02:38:24,0.189940345710311
20-Nov-2024 02:43:11,0.185246395918998
20-Nov-2024 02:47:59,0.181808192796414
20-Nov-2024 02:52:48,0.175840820219508
20-Nov-2024 02:57:35,0.1780912804452
20-Nov-2024 03:02:23,0.176631688854537
20-Nov-2024 03:07:11,0.171186497696707
20-Nov-2024 03:11:59,0.184412892131705
20-Nov-2024 03:16:47,0.209700900417375
20-Nov-2024 03:21:35,0.176844160643067
20-Nov-2024 03:26:23,0.179132213015922
20-Nov-2024 03:31:11,0.190698178822075
20-Nov-2024 03:36:00,0.171389382655743
20-Nov-2024 03:40:47,0.175864268913279
20-Nov-2024 03:45:35,0.180365189364662
20-Nov-2024 03:50:24,0.20319964767352
20-Nov-2024 03:55:11,0.176110748987479
20-Nov-2024 03:59:59,0.17399409479054
20-Nov-2024 04:04:47,0.178185049621271
20-Nov-2024 04:09:35,0.180435522646468
20-Nov-2024 04:14:23,0.179230910001546
20-Nov-2024 04:19:12,0.180492134858556
20-Nov-2024 04:23:59,0.179203493461122
20-Nov-2024 04:28:47,0.181115342773226
20-Nov-2024 04:33:36,0.194618116926882
20-Nov-2024 04:38:23,0.190246330684805
20-Nov-2024 04:43:11,0.187565960673984
20-Nov-2024 04:47:59,0.187017604266502
20-Nov-2024 04:52:47,0.180505843128768
20-Nov-2024 04:57:35,0.180505843128768
20-Nov-2024 05:02:23,0.214419066872778
20-Nov-2024 05:07:11,0.180870501035709
20-Nov-2024 05:11:59,0.176598794125831
20-Nov-2024 05:16:48,0.239524221425259
20-Nov-2024 05:21:35,0.189113868851445
20-Nov-2024 05:26:23,0.181928828134178
20-Nov-2024 05:31:12,0.18051955139898
20-Nov-2024 05:35:59,0.17399409479054
20-Nov-2024 05:40:47,0.280913981820992
20-Nov-2024 05:45:35,0.288115457103107
20-Nov-2024 05:50:23,0.348262354985315
20-Nov-2024 05:55:11,0.247232825908178
20-Nov-2024 06:00:00,0.190143243468851
20-Nov-2024 06:04:47,0.215092640840934
20-Nov-2024 06:09:35,0.2497497590354
20-Nov-2024 06:14:24,0.245478077724532
20-Nov-2024 06:19:11,0.259125614283506
20-Nov-2024 06:23:59,0.208897091482455
20-Nov-2024 06:28:47,0.24484094394806
20-Nov-2024 06:33:35,0.344761472685114
20-Nov-2024 06:38:23,0.349005929448137
20-Nov-2024 06:43:11,0.359493831318596
20-Nov-2024 06:47:59,0.287038148338229
20-Nov-2024 06:52:47,0.250968758324316
20-Nov-2024 06:57:36,0.354039949296646
20-Nov-2024 07:02:23,0.403770481743701
20-Nov-2024 07:07:11,0.353121904776627
20-Nov-2024 07:12:00,0.372993315999382
20-Nov-2024 07:16:47,0.3468712791467
20-Nov-2024 07:21:35,0.429688302488793
20-Nov-2024 07:26:23,0.511424177214407
20-Nov-2024 07:31:11,0.568589430329263
20-Nov-2024 07:35:59,0.444883094450456
20-Nov-2024 07:40:47,0.237991096676457
20-Nov-2024 07:45:35,0.310455982501159
20-Nov-2024 07:50:23,0.224852122862885
20-Nov-2024 07:55:12,0.341929914917298
20-Nov-2024 07:59:59,0.306312949018396
20-Nov-2024 08:04:47,0.241090164105735
20-Nov-2024 08:09:35,0.250992207018086
20-Nov-2024 08:14:23,0.320454008904004
20-Nov-2024 08:19:11,0.30957019273458
20-Nov-2024 08:23:59,0.287038148338229
20-Nov-2024 08:28:47,0.287862282887618
20-Nov-2024 08:33:35,0.286962093677539
20-Nov-2024 08:38:24,0.248277995115165
20-Nov-2024 08:43:11,0.203014310836296
20-Nov-2024 08:47:59,0.303187309816046
20-Nov-2024 08:52:48,0.326710893492039
20-Nov-2024 08:57:35,0.364518661122276
20-Nov-2024 09:02:23,0.243816548338229
20-Nov-2024 09:07:11,0.255834375081156
20-Nov-2024 09:11:59,0.249530439511517
20-Nov-2024 09:16:47,0.290773811964755
20-Nov-2024 09:21:35,0.344334826773845
20-Nov-2024 09:26:23,0.25156156741382
20-Nov-2024 09:31:11,0.188654993785747
20-Nov-2024 09:36:00,0.190143243468851
20-Nov-2024 09:40:47,0.263107194805998
20-Nov-2024 09:45:35,0.226199603586335
20-Nov-2024 09:50:24,0.236775630051013
20-Nov-2024 09:55:11,0.313779399659917
20-Nov-2024 09:59:59,0.250572332045138
20-Nov-2024 10:04:47,0.239500785530994
20-Nov-2024 10:09:35,0.231849202844335
